instance family sat lad snd vf2 sequential no-backjumping no-all-diff no-supplementals full-all-diff threaded
si6_m4Dr6_m256.06 6 1 013 2225 1 57 75 65 6 203 18
si6_m4Dr6_m256.01 6 1 020 2248 1 102 101 63 4 145 16
si6_b09_m400.07 3 1 1150 8205 3 304 303 303 18 7182 136
si6_b09_m400.03 3 1 1949 8945 3 304 303 343 18 6806 133
si6_b09_m400.04 3 1 1757 8592 6 305 304 376 19 6612 134
si6_b09_m400.06 3 1 1365 8713 3 348 304 311 28 6557 129
si6_b09_m400.05 3 1 1979 9899 5 313 320 333 19 6302 133
si6_b09_m400.09 3 1 1190 8774 3 305 324 310 29 6578 137
si6_b09_m400.02 3 1 1556 9962 3 305 375 304 27 6614 134
si6_b09_m400.01 3 1 1179 9356 4 306 305 308 18 6228 131
si6_b09_m400.08 3 1 1138 9253 4 304 304 306 18 6261 135
si6_b09_m400.00 3 1 1779 8521 3 473 460 461 29 6341 137
si6_b06_m400.03 3 1 756 6777 3 161 160 240 14 9355 130
si6_b06_m400.08 3 1 1383 6876 3 160 159 159 14 9625 120
si6_b06_m400.07 3 1 1131 7178 4 179 159 158 14 9813 129
si6_b06_m400.04 3 1 1439 6787 3 160 159 159 14 9583 127
si6_b06_m400.05 3 1 1434 6684 3 172 173 159 14 10282 126
si6_b06_m400.06 3 1 744 6110 3 216 166 158 14 9398 129
si6_b06_m400.02 3 1 1389 6367 3 160 159 228 14 9721 129
si6_b06_m400.01 3 1 721 6827 3 176 159 159 17 9357 128
si6_b06_m400.00 3 1 736 6566 3 160 159 158 15 10249 131
si6_b06_m400.09 3 1 762 6942 3 161 160 204 14 9702 131
si6_b03m_m200.04 4 1 004 839 0 50 50 50 5 61 22
si6_b03m_m200.07 4 1 006 915 0 10 10 10 3 50 11
si6_b03m_m200.08 4 1 007 867 0 12 10 16 5 57 11
si6_b03m_m200.02 4 1 006 854 0 14 13 13 2 71 13
si6_b03m_m200.03 4 1 008 834 1 23 14 23 5 53 14
si6_b03m_m200.06 4 1 004 832 1 14 13 14 3 42 14
si6_b03m_m200.01 4 1 008 914 1 16 16 16 3 53 12
si6_b03m_m200.09 4 1 004 804 1 17 19 18 2 85 17
si6_b03m_m200.00 4 1 005 865 1 13 12 11 4 42 11
si6_b03m_m200.05 4 1 006 828 1 15 16 14 2 65 14
si4_b06_m800.04 3 1 3403 28101 10 417 451 422 64 44409 277
si4_b06_m800.00 3 1 4178 24749 10 421 461 472 43 45847 306
si4_b06_m800.08 3 1 3627 24046 9 418 419 424 42 47055 293
si4_b06_m800.05 3 1 6786 27172 10 417 418 418 44 47123 295
si4_b06_m800.03 3 1 6846 24841 9 417 418 413 42 46261 292
si4_b06_m800.06 3 1 3447 25151 10 417 448 413 47 43521 286
si4_b06_m800.07 3 1 3538 25605 14 560 437 448 67 45343 290
si4_b06_m800.01 3 1 3402 32867 10 419 419 413 43 44925 299
si4_b06_m800.02 3 1 3377 25089 10 422 420 414 48 45581 283
si4_b06_m800.09 3 1 3480 23704 9 419 420 414 43 49531 301
si6_b09m_m200.07 4 1 013 1505 1 60 59 61 3 88 15
si6_b09m_m200.06 4 1 023 1528 1 58 51 57 4 89 11
si6_b09m_m200.01 4 1 021 1486 1 109 111 88 3 128 17
si6_b09m_m200.08 4 1 015 1544 2 47 46 48 5 102 13
si6_b09m_m200.00 4 1 021 1532 2 98 86 98 4 114 19
si6_b09m_m200.09 4 1 011 1517 2 86 81 83 5 123 19
si6_b09m_m200.02 4 1 022 1628 2 135 155 115 4 137 19
si6_b09m_m200.05 4 1 012 1561 2 105 112 99 5 125 24
si6_b09m_m200.03 4 1 013 1496 2 41 39 40 3 79 11
si6_b09m_m200.04 4 1 016 1592 1 69 72 69 4 104 14
si4_b09m_m400.07 4 1 033 5702 4 192 192 191 8 311 23
si4_b09m_m400.06 4 1 058 5787 4 201 200 201 7 331 23
si4_b09m_m400.00 4 1 057 5763 4 100 151 129 12 239 18
si4_b09m_m400.08 4 1 032 5574 5 110 110 110 8 242 19
si4_b09m_m400.04 4 1 107 5853 3 116 115 115 8 268 19
si4_b09m_m400.09 4 1 032 6008 3 98 97 101 8 217 24
si4_b09m_m400.02 4 1 033 5957 3 165 164 163 7 290 28
si4_b09m_m400.03 4 1 032 5695 3 119 126 116 9 413 19
si4_b09m_m400.01 4 1 038 6212 4 98 100 100 8 235 21
si4_b09m_m400.05 4 1 058 5841 4 163 163 163 9 273 23
si6_m4Dr4_m1296.03 6 1 350 337608 40 1593 1535 1544 187 8630 190
si6_m4Dr4_m1296.06 6 1 1137 268384 45 1660 1653 1624 235 11174 190
si6_m4Dr4_m1296.04 6 1 477 246813 41 1402 1383 1378 180 9284 192
si6_m4Dr4_m1296.01 6 1 338 393075 49 900 824 782 173 9188 177
si6_m4Dr4_m1296.09 6 1 577 341172 45 1404 1373 1388 230 7424 199
si6_m4Dr4_m1296.02 6 1 570 476476 41 1044 1050 1004 179 14564 179
si6_m4Dr4_m1296.08 6 1 340 238876 40 881 879 840 171 9530 176
si6_m4Dr4_m1296.05 6 1 715 269042 41 1059 969 937 220 11383 177
si6_m4Dr4_m1296.07 6 1 489 387306 40 2051 1782 1733 176 10962 197
si6_m4Dr4_m1296.00 6 1 381 252061 41 779 776 787 169 9071 173
si6_b06_m200.09 3 1 113 1060 0 45 42 40 3 825 27
si6_b06_m200.03 3 1 207 1016 0 48 42 45 5 815 27
si6_b06_m200.05 3 1 206 1018 1 40 41 40 3 1355 27
si6_b06_m200.00 3 1 207 1001 1 45 39 58 3 808 26
si6_b06_m200.08 3 1 199 1113 1 41 39 40 3 809 24
si6_b06_m200.02 3 1 114 1080 0 40 41 40 5 802 27
si6_b06_m200.06 3 1 114 1098 0 43 43 42 3 1323 25
si6_b06_m200.04 3 1 106 991 1 40 39 40 3 1284 25
si6_b06_m200.01 3 1 112 1037 1 42 41 41 5 797 27
si6_b06_m200.07 3 1 160 1145 1 57 39 56 3 816 28
si4_m4Dr6_m625.02 6 1 054 29718 7 224 227 143 31 1141 37
si4_m4Dr6_m625.06 6 1 743 26785 7 325 313 303 30 1143 44
si4_m4Dr6_m625.03 6 1 256 31011 7 150 151 147 23 769 40
si4_m4Dr6_m625.07 6 1 1158 31266 7 174 177 171 71 1060 38
si4_m4Dr6_m625.08 6 1 103 16494 7 129 131 127 20 654 37
si4_m4Dr6_m625.09 6 1 061 15484 7 149 149 221 30 1011 38
si4_m4Dr6_m625.00 6 1 079 18463 7 142 143 139 19 1180 38
si4_m4Dr6_m625.01 6 1 166 21767 8 140 142 138 20 922 41
si4_m4Dr6_m625.05 6 1 056 27751 7 140 141 135 20 1242 38
si4_m4Dr6_m625.04 6 1 062 18771 7 246 259 246 19 886 43
si6_b06m_m200.09 4 1 008 1314 1 37 56 38 4 75 13
si6_b06m_m200.02 4 1 013 1212 1 17 17 20 2 54 10
si6_b06m_m200.05 4 1 008 1329 1 29 44 31 4 61 15
si6_b06m_m200.00 4 1 014 1405 1 30 30 30 2 85 12
si6_b06m_m200.07 4 1 014 1228 1 79 77 79 4 100 26
si6_b06m_m200.04 4 1 007 1202 1 29 29 29 4 59 13
si6_b06m_m200.08 4 1 008 1161 1 29 31 30 4 109 12
si6_b06m_m200.06 4 1 009 1506 1 16 15 15 4 48 10
si6_b06m_m200.03 4 1 012 1261 1 51 52 51 2 75 21
si6_b06m_m200.01 4 1 007 1284 1 56 55 57 3 83 18
si6_m4Dr4_m256.05 6 1 032 2632 1 132 126 145 5 203 22
si6_m4Dr4_m256.03 6 1 081 2609 2 131 135 115 7 205 19
si6_m4Dr4_m256.02 6 1 012 2485 1 71 65 66 11 183 17
si6_m4Dr4_m256.01 6 1 021 2266 1 59 58 58 6 131 17
si6_m4Dr4_m256.08 6 1 122 4565 1 40 39 39 5 270 14
si6_m4Dr4_m256.09 6 1 070 2494 1 37 58 37 5 190 15
si6_m4Dr4_m256.07 6 1 039 2883 2 68 66 66 4 170 15
si6_m4Dr4_m256.06 6 1 040 2337 2 66 65 65 5 168 17
si6_m4Dr4_m256.04 6 1 011 3254 1 103 84 89 6 167 20
si6_m4Dr4_m256.00 6 1 047 2230 1 69 66 68 5 157 17
si4_r001_m600.01 7 1 10670 36264 1e8 473 476 478 39018 9570 74
si4_r001_m600.08 7 1 28282 34405 1e8 540 497 481 267305 70708 155
si4_r001_m600.02 7 1 32282 48311 1e8 546 533 528 6567 54671 122
si4_r001_m600.07 7 1 7940 26529 1e8 472 464 460 3460 4206 48
si4_r001_m600.05 7 1 4363 23781 1e8 491 487 522 114 7458 69
si4_r001_m600.06 7 1 13742 27308 1e8 792 519 507 61583 41553 92
si4_r001_m600.00 7 1 131809 64496 1e8 504 503 530 26391 5157 64
si4_r001_m600.04 7 1 4675 44459 1e8 591 441 436 914 4446 62
si4_r001_m600.09 7 1 6229 30107 1e8 474 476 469 3576 4454 108
si4_r001_m600.03 7 1 211353 95311 1e8 464 466 461 93045 37403 114
si2_b09m_m200.08 4 1 004 796 1 53 55 53 2 94 20
si2_b09m_m200.06 4 1 008 708 1 21 21 18 1 26 10
si2_b09m_m200.03 4 1 010 758 1 29 42 39 2 40 15
si2_b09m_m200.09 4 1 009 720 1 14 14 14 1 26 12
si2_b09m_m200.04 4 1 010 894 1 33 46 40 2 41 14
si2_b09m_m200.00 4 1 006 750 0 51 50 53 2 59 20
si2_b09m_m200.01 4 1 007 736 0 21 21 21 1 26 11
si2_b09m_m200.05 4 1 007 736 1 15 15 22 1 27 11
si2_b09m_m200.07 4 1 006 785 1 25 25 25 1 34 14
si2_b09m_m200.02 4 1 009 695 1 25 25 37 1 51 14
si6_b03_m200.01 3 1 052 826 1 19 15 13 2 905 25
si6_b03_m200.03 3 1 062 869 0 15 15 15 3 906 29
si6_b03_m200.04 3 1 099 929 0 23 23 15 4 896 26
si6_b03_m200.08 3 1 100 793 0 18 22 22 4 901 27
si6_b03_m200.07 3 1 100 827 0 13 13 13 2 913 27
si6_b03_m200.09 3 1 055 826 0 14 13 15 2 1360 29
si6_b03_m200.05 3 1 097 809 0 15 14 13 2 996 28
si6_b03_m200.02 3 1 054 865 0 14 13 14 2 1452 27
si6_b03_m200.06 3 1 052 814 0 13 22 13 2 913 26
si6_b03_m200.00 3 1 058 859 0 13 13 16 2 1162 26
si6_b09_m200.09 3 1 166 1273 1 112 111 105 7 390 33
si6_b09_m200.06 3 1 199 1264 1 76 74 76 6 391 34
si6_b09_m200.08 3 1 267 1256 1 115 84 115 7 607 26
si6_b09_m200.03 3 1 297 1330 1 89 95 75 5 644 31
si6_b09_m200.00 3 1 302 1377 1 75 73 80 4 636 30
si6_b09_m200.02 3 1 171 1314 1 90 117 104 7 392 30
si6_b09_m200.07 3 1 215 1253 1 100 74 75 4 379 25
si6_b09_m200.04 3 1 170 1242 1 76 116 89 7 516 33
si6_b09_m200.01 3 1 173 1304 1 76 76 86 5 384 29
si6_b09_m200.05 3 1 176 1260 1 82 74 84 7 387 31
g10-g11 2 0 000 326 0 1 1 0 0 1 6
g10-g12 2 0 003 371 0 1 1 1 0 1 7
g10-g13 2 0 000 299 1194071 2 2 2 0 2 7
g10-g14 2 0 000 447 67227 1 1 2 0 1 7
g10-g15 2 0 000 582 30231600 6 4 4 0 4 9
g10-g16 2 0 063 1044 152148 16 16 29 42 2083 15
g10-g20 2 1 019 544 3 12 9 10 0 41 20
g10-g21 2 1 030 896 0 81 77 77 0 82 201
g10-g22 2 0 005 560 13177 19 19 121 26 14 15
g10-g23 2 0 232554 1627373 1e8 330485 311067 611208 331076 88802069 65985
g10-g25 2 0 000 287 60208512 1 1 1 0 1 7
g10-g26 2 0 467454 1156423 1e8 1136407 1069450 3207089 1813257 203887117 70783
g10-g27 2 1 1e8 1841848 1e8 3440473 3260544 2890282 3188079 1115575085 140541
g10-g28 2 0 000 408 0 1 1 1 0 1 7
g10-g29 2 1 034 662 34319 12 15 13 1 94 15
g10-g30 2 1 028 638 20362 17 12 12 0 67 16
g10-g31 2 1 040 729 111 14 13 18 1 65 20
g10-g32 2 1 100 975 1 605 606 602 0 616 1216
g10-g33 2 0 014 700 3265 7 5 5 1 33 10
g10-g37 2 0 186583 253414 1e8 14242 14011 10917 68865 6220328 1944
g10-g38 2 0 002 409 0 3 3 2 0 2 7
g10-g40 2 1 063 1028 1 185 185 185 1 211 323
g10-g41 2 0 007 817 2126 6 6 7 1 14 8
g10-g42 2 0 591 5396 11717568 20 27 308 678 1380 17
g10-g43 2 1 6477 190127 1e8 383 389 245 206 29168 20
g10-g44 2 1 053 818 153 26 32 22 3 450 19
g10-g45 2 1 030 892 130 22 26 24 1 124 19
g10-g46 2 1 87892 10849 9426986 3474 3361 1554 5842 2443356 213
g10-g47 2 1 71888 8807 50217395 3806 3572 1509 6102 2407814 81
g10-g48 2 1 1127 1493 19339 181 174 152 243 106009 27
g10-g49 2 1 051 1618 1e8 405 284 293 592 68931 16
g10-g50 2 1 083 1075 1 147 147 147 1 155 224
g11-g12 2 0 001 429 1e8 2 2 1 0 1 8
g11-g13 2 0 000 360 1523453 2 2 1 0 1 7
g11-g14 2 0 000 475 71468 1 1 1 0 1 7
g11-g15 2 0 000 470 38844165 3 3 2 0 2 8
g11-g16 2 0 005 478 96033 2 4 4 0 4 7
g11-g20 2 1 913 31608 305285 258 251 120 211 50267 33
g11-g21 2 1 070 799 0 83 79 83 1 83 199
g11-g22 2 0 002 549 16692 2 3 2 0 1 7
g11-g23 2 0 043 990 1e8 12 8 5811 14 29 13
g11-g25 2 0 000 339 625430 3 3 3 0 3 8
g11-g26 2 0 025 835 1e8 7 7 7 16 7 11
g11-g27 2 0 183437 1e8 1e8 71785 75572 546295 69280 10420329 8623
g11-g28 2 0 000 453 0 1 1 1 0 1 7
g11-g29 2 0 1e8 1258276 1e8 3976 3763 1858 4186 1391099 472
g11-g30 2 0 1e8 1143411 1e8 3589 3382 1710 3766 1238040 457
g11-g31 2 0 1e8 6923748 1e8 24422 23044 11022 23778 8993323 2012
g11-g32 2 1 085 1183 2 607 606 657 0 611 1257
g11-g33 2 0 000 535 3992 4 4 3 0 3 7
g11-g37 2 0 327 2177 67738891 11 11 517 21 28 11
g11-g38 2 0 000 672 1e8 5 5 7 0 5 10
g11-g40 2 1 093 1072 730 187 189 187 1 227 308
g11-g41 2 0 000 639 3065 3 5 5 0 3 7
g11-g42 2 0 069 1175 821133 8 8 28 2 12 9
g11-g43 2 1 053 1e8 1e8 1e8 1e8 1e8 1e8 1e8 5331
g11-g44 2 0 459975 5129777 1e8 16993 16312 8047 17639 6117414 1852
g11-g45 2 0 412632 4753827 1e8 16784 17607 8203 16808 5861208 1858
g11-g46 2 0 816 30111 1e8 97 94 67 155 23159 55
g11-g47 2 0 733 35300 1e8 95 93 112 276 27246 52
g11-g48 2 0 1749 117215 1e8 214 207 123 303 66408 102
g11-g49 2 0 41754091 1e8 1e8 4998968 4912244 1e8 11868203 382569986 350577
g11-g50 2 1 116 1195 1e8 158 152 160 2 168 223
g12-g20 2 0 096 638 1e8 27 27 6288 13 432 21
g12-g21 2 1 118 995 1 81 81 81 0 99 167
g12-g23 2 0 000 479 1094471 4 4 4 0 4 11
g12-g26 2 0 000 585 5109 5 4 4 0 6 9
g12-g27 2 0 002 640 1e8 6 7 6 0 6 11
g12-g29 2 0 056 824 1e8 19 29 69 7 187 20
g12-g30 2 0 045 769 1e8 19 19 62 4 170 17
g12-g31 2 0 166 857 1e8 33 36 295 15 785 25
g12-g32 2 1 155 1669 1 612 610 606 1 615 1421
g12-g38 2 0 000 444 1e8 3 3 2 1 2 9
g12-g40 2 1 127 1524 1e8 261 262 931 64 5794 299
g12-g43 2 0 102 2288 1e8 20 19 1e8 17 67 19
g12-g44 2 0 094 917 1e8 52 37 342 16 370 24
g12-g45 2 0 056 965 1e8 37 33 199 8 567 23
g12-g46 2 0 007 948 18 13 13 13 1 18 13
g12-g47 2 0 005 1204 16 19 18 19 1 18 13
g12-g48 2 0 021 1036 31 17 17 19 2 46 16
g12-g50 2 1 154 1238 1e8 153 153 153 1 180 233
g13-g15 2 1 002 534 10 5 5 5 0 13 9
g13-g20 2 0 419 545 6539 118 115 1284 85 10741 68
g13-g21 2 1 035 740 0 81 81 81 0 88 184
g13-g23 2 0 000 449 3 8 8 8 0 8 11
g13-g25 2 0 000 297 0 1 1 1 0 1 7
g13-g26 2 0 000 396 0 7 7 8 0 6 10
g13-g27 2 0 264 10750 1e8 137 171 2143 105 17821 66
g13-g29 2 0 048 736 2 18 18 20 2 123 19
g13-g30 2 0 027 664 1 18 18 19 2 123 23
g13-g31 2 0 053 766 8 23 22 24 5 442 20
g13-g32 2 1 137 1176 1 631 613 608 1 616 1245
g13-g38 2 0 000 348 0 2 2 3 0 2 9
g13-g40 2 1 117 1106 2 192 192 192 1 216 284
g13-g43 2 1 028 917 1e8 2007594 7710186 68703809 2499031 153199982 22
g13-g44 2 0 040 758 11 36 34 36 7 430 22
g13-g45 2 0 035 770 9 35 34 36 9 441 23
g13-g46 2 0 028 549 1 18 18 18 1 22 12
g13-g47 2 0 016 557 1 18 18 18 1 22 12
g13-g48 2 0 037 607 1 20 19 20 1 29 13
g13-g49 2 0 912 17751 12212604 37 36 86150 3 294 23
g13-g50 2 1 116 1089 1 155 154 154 1 155 231
g14-g15 2 0 000 317 5817493 3 2 2 0 4 7
g14-g20 2 0 6563 81248 1e8 662 868 1249 531 163599 106
g14-g21 2 1 065 744 0 96 80 83 1 89 180
g14-g23 2 0 005 556 1e8 5 5 34 0 53 10
g14-g25 2 0 000 292 275 1 1 1 0 1 6
g14-g26 2 0 005 513 1e8 12 12 14 1 16 10
g14-g27 2 1 24624 1414 1e8 53 55 1334 16 8435 19
g14-g29 2 0 044 753 1e8 17 17 20 4 181 22
g14-g30 2 0 026 731 1e8 17 17 29 4 179 21
g14-g31 2 0 075 776 1e8 20 20 25 6 318 20
g14-g32 2 1 083 1125 1 605 608 605 1 613 1380
g14-g38 2 0 003 347 0 3 3 3 0 5 9
g14-g40 2 1 078 1135 1e8 190 190 190 1 233 307
g14-g43 2 1 032 9575 1e8 21 21 27 4 480 17
g14-g44 2 0 067 792 1e8 34 31 36 6 382 20
g14-g45 2 0 057 858 1e8 31 30 36 5 493 28
g14-g46 2 0 024 726 4830563 20 17 17 1 22 11
g14-g47 2 0 022 1042 3393253 17 17 17 1 33 13
g14-g48 2 0 042 827 82549849 25 26 27 3 54 14
g14-g49 2 1 8754 1e8 1e8 459 16464 1e8 5715 8868 838
g14-g50 2 1 118 1163 1 152 152 152 2 174 241
g15-g20 2 0 068 565 2508 25 25 2446 5 130 20
g15-g21 2 1 067 894 0 82 82 82 0 93 183
g15-g23 2 0 000 485 2 8 8 6 0 6 10
g15-g25 2 0 000 335 0 2 2 2 0 2 7
g15-g26 2 0 000 410 0 8 8 9 0 5 10
g15-g27 2 0 019 592 1e8 13 19 336 7 589 17
g15-g29 2 0 021 664 5 25 19 20 1 64 20
g15-g30 2 0 019 627 3 18 18 19 1 70 16
g15-g31 2 0 045 717 26 21 22 24 2 152 22
g15-g32 2 1 112 1512 2 609 615 632 1 615 1397
g15-g38 2 0 000 406 0 2 2 2 0 2 9
g15-g40 2 1 101 1232 645641 195 195 194 1 218 294
g15-g43 2 1 4299 37560144 1e8 704968 5903356 1e8 824723 4121041 91
g15-g44 2 0 031 702 23 34 40 37 2 104 19
g15-g45 2 0 020 783 15 34 34 37 2 85 19
g15-g46 2 0 004 529 1 16 16 16 0 28 11
g15-g47 2 0 004 528 1 22 22 22 1 27 12
g15-g48 2 0 032 565 0 20 20 19 1 29 12
g15-g49 2 0 089 897 2 48 48 708 4 67 26
g15-g50 2 1 109 1214 1 186 183 185 2 158 213
g16-g20 2 0 1e8 6701612 1e8 569627 582912 267388 478641 118074767 31198
g16-g21 2 1 105 973 0 85 84 84 0 112 203
g16-g22 2 0 000 385 1 2 3 3 0 2 7
g16-g23 2 0 001 704 18774853 12 12 12 0 11 10
g16-g25 2 0 000 319 4 2 2 2 0 1 7
g16-g26 2 0 002 796 20230350 16 10 16 1 10 10
g16-g27 2 0 2498 9346 1e8 22944 21968 285363 20042 3170819 7347
g16-g28 2 0 000 404 0 1 1 2 0 1 6
g16-g29 2 0 2823 965 1e8 61 59 40 54 16718 33
g16-g30 2 0 2137 889 1e8 60 87 40 51 15966 32
g16-g31 2 0 21541 1453 1e8 188 119 111 187 44511 53
g16-g32 2 1 130 1523 1 615 616 613 1 620 1368
g16-g33 2 0 000 511 1 3 4 4 0 4 8
g16-g37 2 1 066 716 363508 36 32 33 2 51 12
g16-g38 2 0 001 491 401 2 2 2 0 2 7
g16-g40 2 1 237 1476 1e8 213 214 213 2 281 353
g16-g43 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g16-g44 2 0 4662 1507 1e8 143 137 150 182 43614 52
g16-g45 2 0 3861 1537 1e8 191 157 93 171 46495 86
g16-g46 2 0 572 940 1e8 26 26 27 10 226 15
g16-g47 2 0 369 1035 1e8 26 26 27 10 249 17
g16-g48 2 0 1091 1027 1e8 45 44 45 26 1004 22
g16-g49 2 0 106253 62284704 1e8 50509 49327 6417531 1719786 2182700 3244
g16-g50 2 1 198 1337 2281 162 160 161 1 233 227
g17-g18 2 1 009 567 0 3 3 3 0 21 9
g17-g19 2 0 012 1098 74322 10 11 9 8 272 10
g17-g20 2 1 023 623 0 9 12 9 0 94 19
g17-g21 2 1 052 968 0 78 78 78 0 133 181
g17-g22 2 0 107 1078 515644 6 6 6 1292 4 7
g17-g23 2 0 002 1047 1e8 4 4 4 0 4 10
g17-g24 2 0 000 402 1 1 0 0 0 0 7
g17-g25 2 0 000 393 1e8 3 3 3 0 2 7
g17-g26 2 0 002 1309 1e8 4 5 4 0 4 6
g17-g27 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g17-g28 2 0 000 529 4 1 1 1 0 1 6
g17-g29 2 1 057 852 1 12 12 13 1 141 24
g17-g30 2 1 044 879 1 13 17 12 1 131 19
g17-g31 2 1 050 801 0 20 20 20 1 150 22
g17-g32 2 1 083 1496 1 605 611 604 1 619 1374
g17-g33 2 0 4772 19541 114539 59 51 40 109 32413 26
g17-g34 2 0 269 801 1154 4 4 4 20 4 7
g17-g35 2 0 312 1671 35836 16 12 38 27 358 14
g17-g36 2 0 534 884 42543 15 10 11 37 20 10
g17-g37 2 1 7370 10018093 1e8 7898 7475 3603 123464 6204915 735
g17-g38 2 0 001 374 1e8 5 5 5 0 5 8
g17-g39 2 1 190 2617 0 10 8 7 3 659 10
g17-g40 2 1 149 1331 1 185 186 185 1 321 301
g17-g41 2 0 1806 36759 85926 106 101 64 179 48030 27
g17-g42 2 0 24299 95796 1e8 4158 4098 15106 13108 2774701 591
g17-g43 2 1 105 5153 1e8 1e8 1e8 1e8 1e8 1e8 39
g17-g44 2 1 050 2112 6 30 25 23 1 227 27
g17-g45 2 1 045 1645 239 34 27 25 2 2333 20
g17-g46 2 1 081 994 6 17 14 13 1 254 14
g17-g47 2 1 048 943 8 21 21 15 1 274 15
g17-g48 2 1 060 1048 5 15 15 15 1 568 18
g17-g49 2 1 076 2886 1e8 15 23 15 192156 410 20
g17-g50 2 1 117 2032039 2 147 148 148 1 315 212
g18-g19 2 0 001 889 8941 4 5 3 0 5 7
g18-g20 2 1 2529 683 0 4888 4382 2655 4684 402315 696
g18-g21 2 1 096 1037 0 79 79 80 1 133 182
g18-g22 2 0 000 1304 5427 7 7 7 0 5 7
g18-g23 2 0 002 1084 59815257 5 5 5 0 5 9
g18-g24 2 0 000 323 0 1 1 1 0 0 6
g18-g25 2 0 000 306 302115 3 3 3 0 2 6
g18-g26 2 0 001 1307 1e8 7 7 7 0 4 8
g18-g27 2 0 002 1913 1e8 7 9 7 0 7 10
g18-g28 2 0 000 443 0 1 1 1 0 1 7
g18-g29 2 1 414 13151 1629682 64 59 39 2165 8614 22
g18-g30 2 1 2052 3702 18821116 30 41 21 472 3182 46
g18-g31 2 1 117 4049 14822 36 29 34 60 2846 25
g18-g32 2 1 153 1497 1 606 614 651 1 627 1385
g18-g33 2 0 993 14367 4564 50 50 44 89 16818 27
g18-g34 2 0 096 911 21 3 3 3 10 3 7
g18-g35 2 0 125 1375 1305 14 12 12 37 11 10
g18-g36 2 0 235 797 2753 5 6 6 29 7 7
g18-g37 2 0 1261305 17869901 72412554 58734 55800 50099 974835 36848541 5218
g18-g38 2 0 001 328 1e8 5 5 5 0 3 7
g18-g39 2 0 037 1753 548 19 19 19 2 19 12
g18-g40 2 1 133 1455 1 188 187 187 1 326 300
g18-g41 2 0 1193 13624 3162 170 162 170 177 16377 41
g18-g42 2 0 1762 40669 317735 583 372 12403 6571 117800 93
g18-g43 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g44 2 1 29290 6422972 1e8 3165826 3073824 1335101 11359552 962117372 262467
g18-g45 2 1 26693540 15315360 1e8 1e8 1e8 1e8 8449538 1e8 272552
g18-g46 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g47 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g48 2 1 73648470 1e8 1e8 1e8 1e8 59499911 1e8 1e8 1e8
g18-g49 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g18-g50 2 1 156 1e8 1e8 150 149 149 1 344 207
g19-g20 2 1 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 18669805
g19-g21 2 1 069 1038 0 83 83 91 1 139 168
g19-g22 2 0 002 499 159755 2 2 3 0 2 7
g19-g23 2 0 003 1370 1e8 9 10 9 0 6 7
g19-g25 2 0 000 297 995827 2 2 2 0 1 7
g19-g26 2 0 001 1583 1e8 6 6 7 0 5 7
g19-g27 2 0 240079 1e8 1e8 450377 431630 5342373 379371 59965003 45939
g19-g28 2 0 000 450 0 1 1 1 0 1 7
g19-g29 2 0 1e8 1e8 1e8 16592258 15826870 5907286 18885533 6281535263 1674095
g19-g30 2 0 1e8 1e8 1e8 12992059 12351972 4614681 15081001 4950891931 1288867
g19-g31 2 X 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8 1e8
g19-g32 2 1 123 1609 1 638 618 621 1 629 1417
g19-g33 2 0 002 543 71456 3 3 3 0 3 8
g19-g35 2 0 000 582 4354 4 2 3 1 2 8
g19-g37 2 0 1059 6285 1e8 50 50 945 368 741 24
g19-g38 2 0 002 372 1e8 2 2 2 0 4 7
g19-g40 2 1 246 1415 4929 195 195 195 2 313 298
g19-g41 2 0 001 765 21346 5 5 3 3 3 7
g19-g42 2 0 123 821 1e8 13 12 12 3 17 9
g19-g43 2 0 1e8 1e8 1e8 6213344 6049219 1e8 1e8 99589997 385147
g19-g44 2 0 1e8 1e8 1e8 1e8 1e8 53979693 1e8 1e8 14026118
g19-g45 2 0 1e8 1e8 1e8 1e8 1e8 48570993 1e8 1e8 19733955
g19-g46 2 0 610014 1669947 1e8 11754 11400 4310 28894 4789004 1627
g19-g47 2 0 563679 1469806 1e8 11511 11140 4233 28295 4662035 820
g19-g48 2 0 2670433 4941887 1e8 47559 46360 17311 92664 19706542 6848
g19-g49 2 0 23394115 1e8 1e8 75094 73786 1e8 13134148 2788814 19481
g19-g50 2 1 283 94165229 1 157 190 157 1 273 217
g2-g10 2 1 000 330 0 1 1 1 0 1 10
g2-g11 2 1 000 389 0 1 1 1 0 1 11
g2-g12 2 1 000 295 0 1 1 1 0 1 10
g2-g13 2 1 000 281 0 1 1 1 0 2 11
g2-g14 2 1 000 295 0 1 1 1 0 3 10
g2-g15 2 1 000 330 0 2 2 2 0 3 12
g2-g16 2 1 001 328 0 2 2 1 0 4 10
g2-g17 2 1 000 294 0 0 0 0 0 1 9
