instance sat family size vbbjdpd ttvbbjdpd32j ttvbbjdpd32g
g4-g9 0 2 37 0 6 7
g40-g50 0 2 128 304 451 422
g41-g42 0 2 128 11 8 8
g41-g43 0 2 128 30 15 15
g41-g44 0 2 128 55 14 12
g41-g45 0 2 128 41 14 13
g41-g46 0 2 128 65 29 24
g41-g47 0 2 128 67 33 25
g41-g48 0 2 128 161 40 42
g41-g49 0 2 128 100000000 42471930 100000000
g41-g50 -1 2 128 100000000 100000000 100000000
g42-g43 0 2 128 45 13 12
g42-g44 0 2 128 56 14 15
g42-g45 0 2 128 38 15 14
g42-g46 0 2 128 45 16 15
g42-g47 0 2 128 45 13 15
g42-g48 0 2 128 49 19 25
g42-g49 -1 2 128 100000000 100000000 100000000
g42-g50 -1 2 128 100000000 100000000 100000000
g43-g44 0 2 128 48 16 19
g43-g45 0 2 128 48 17 25
g43-g50 -1 2 128 100000000 100000000 100000000
g44-g45 0 2 128 19 16 20
g44-g50 0 2 128 172 217 229
g45-g50 0 2 128 171 230 226
g46-g47 0 2 128 22 16 18
g46-g48 1 2 128 90 17 19
g46-g50 0 2 128 180 224 220
g47-g48 0 2 128 78 19 17
g47-g50 0 2 128 153 228 219
g48-g50 0 2 128 182 219 223
g49-g50 -1 2 128 100000000 100000000 100000000
g5-g11 0 2 42 0 6 6
g5-g12 0 2 48 1 7 7
g5-g13 1 2 49 2 12 11
g5-g14 1 2 50 2 13 12
g5-g15 1 2 50 2 11 10
g5-g16 0 2 53 3 13 12
g5-g20 1 2 64 8 19 30
g5-g21 1 2 64 81 187 220
g5-g22 1 2 67 4 11 13
g5-g23 1 2 73 4 13 12
g5-g25 1 2 75 1 11 11
g5-g26 1 2 80 5 12 12
g5-g27 1 2 86 9 15 14
g5-g28 0 2 97 1 7 7
g5-g29 1 2 100 8 17 16
g5-g30 1 2 100 8 18 15
g5-g31 1 2 100 10 20 19
g5-g32 1 2 100 599 1476 1300
g5-g33 0 2 101 3 13 13
g5-g37 1 2 120 5 9 14
g5-g38 0 2 121 2 7 6
g5-g40 1 2 121 184 304 352
g5-g41 1 2 128 9 18 17
g5-g42 1 2 128 17 18 17
g5-g43 1 2 128 15 18 18
g5-g44 1 2 128 13 21 19
g5-g45 1 2 128 13 17 19
g5-g46 1 2 128 11 20 19
g5-g47 1 2 128 13 14 13
g5-g48 1 2 128 9 15 22
g5-g49 1 2 128 9 15 13
g5-g50 1 2 128 142 238 230
g5-g6 0 2 19 0 7 6
g5-g7 0 2 20 0 6 7
g6-g11 0 2 42 3 12 13
g6-g12 0 2 48 1 10 9
g6-g13 1 2 49 4 10 11
g6-g14 1 2 50 4 12 14
g6-g15 1 2 50 11 12 11
g6-g16 1 2 53 2 10 10
g6-g20 1 2 64 7 22 16
g6-g21 1 2 64 76 200 198
g6-g22 0 2 67 1 8 7
g6-g23 1 2 73 7 12 12
g6-g25 1 2 75 205 21 16
g6-g26 1 2 80 4 12 12
g6-g27 1 2 86 4 15 13
g6-g28 0 2 97 0 7 7
g6-g29 1 2 100 9 17 17
g6-g30 1 2 100 9 17 19
g6-g31 1 2 100 10 21 19
g6-g32 1 2 100 598 1421 1263
g6-g33 0 2 101 3 8 7
g6-g37 1 2 120 6 11 12
g6-g38 0 2 121 3 11 9
g6-g40 1 2 121 182 341 300
g6-g41 0 2 128 4 8 7
g6-g42 0 2 128 7 12 13
g6-g43 1 2 128 16 17 18
g6-g44 1 2 128 17 25 17
g6-g45 1 2 128 15 18 17
g6-g46 1 2 128 10 13 18
g6-g47 1 2 128 9 13 20
g6-g48 1 2 128 10 16 16
g6-g49 1 2 128 10 16 15
g6-g50 1 2 128 145 216 222
g6-g7 0 2 20 0 7 7
g7-g11 0 2 42 0 6 7
g7-g12 0 2 48 1 8 8
g7-g13 0 2 49 0 6 7
g7-g14 0 2 50 0 6 7
g7-g15 0 2 50 0 7 8
g7-g16 0 2 53 1 8 8
g7-g20 0 2 64 224 191 140
g7-g21 1 2 64 76 223 191
g7-g22 0 2 67 1 7 7
g7-g23 0 2 73 2 8 8
g7-g25 0 2 75 1 7 8
g7-g26 0 2 80 3 7 8
g7-g27 0 2 86 4 9 10
g7-g28 0 2 97 1 7 6
g7-g29 0 2 100 30 30 25
g7-g30 0 2 100 51 26 26
g7-g31 0 2 100 43 39 34
g7-g32 1 2 100 619 1408 1267
g7-g33 0 2 101 2 7 8
g7-g37 0 2 120 13 12 14
g7-g38 1 2 121 5 12 15
g7-g40 1 2 121 232 363 300
g7-g41 0 2 128 2 9 7
g7-g42 0 2 128 3 9 9
g7-g43 0 2 128 83224514 14517917 16167160
g7-g44 0 2 128 42 31 32
g7-g45 0 2 128 44 35 34
g7-g46 0 2 128 25 23 22
g7-g47 0 2 128 25 21 23
g7-g48 0 2 128 32 28 26
g7-g49 0 2 128 21154 2790 4209
g7-g50 1 2 128 145 218 221
g8-g10 0 2 41 1 9 8
g8-g11 0 2 42 1 6 6
g8-g12 0 2 48 1 7 8
g8-g13 0 2 49 16 27 19
g8-g14 0 2 50 4 11 10
g8-g15 0 2 50 1080 121 417
g8-g16 1 2 53 3 9 11
g8-g19 0 2 64 1 7 7
g8-g20 1 2 64 8 17 20
g8-g21 1 2 64 78 201 225
g8-g22 0 2 67 5 8 8
g8-g23 0 2 73 1876 736 164
g8-g25 0 2 75 1 6 7
g8-g26 0 2 80 1548 141 178
g8-g27 1 2 86 114 18 19
g8-g28 0 2 97 0 7 6
g8-g29 1 2 100 14 26 20
g8-g30 1 2 100 30 17 21
g8-g31 1 2 100 19 19 22
g8-g32 1 2 100 611 1164 1400
g8-g33 0 2 101 4 8 7
g8-g35 0 2 120 8 8 10
g8-g36 0 2 120 13 12 11
g8-g37 1 2 120 18 16 14
g8-g38 0 2 121 3 10 9
g8-g40 1 2 121 190 319 333
g8-g41 0 2 128 4 7 7
g8-g42 0 2 128 10 11 12
g8-g43 1 2 128 15 16 18
g8-g44 1 2 128 20 20 18
g8-g45 1 2 128 20 25 18
g8-g46 0 2 128 465 100 106
g8-g47 0 2 128 456 89 89
g8-g48 0 2 128 6026 283 981
g8-g49 1 2 128 17 16 20
g8-g50 1 2 128 146 217 208
g8-g9 0 2 37 0 7 7
g9-g10 0 2 41 0 6 6
g9-g11 0 2 42 2 8 8
g9-g12 0 2 48 2 9 9
g9-g13 0 2 49 4 8 8
g9-g14 0 2 50 3 8 10
g9-g15 0 2 50 17795 8734 7392
g9-g16 0 2 53 4 8 9
g9-g20 1 2 64 8 23 22
g9-g21 1 2 64 77 187 207
g9-g22 0 2 67 3 7 7
g9-g23 1 2 73 6 13 13
g9-g25 0 2 75 1 6 7
g9-g26 1 2 80 9 12 12
g9-g27 1 2 86 68 11 14
g9-g28 0 2 97 1 7 6
g9-g29 0 2 100 246 158 158
g9-g30 0 2 100 375 161 149
g9-g31 0 2 100 1713 288 227
g9-g32 1 2 100 599 1272 1369
g9-g33 0 2 101 4 7 7
g9-g37 0 2 120 13 13 13
g9-g38 0 2 121 5 9 10
g9-g40 1 2 121 184 284 359
g9-g41 0 2 128 6 10 9
g9-g42 0 2 128 7 10 12
g9-g43 1 2 128 15 16 16
g9-g44 0 2 128 10435 1867 2215
g9-g45 0 2 128 9918 1674 2461
g9-g46 0 2 128 17 17 18
g9-g47 0 2 128 12 17 22
g9-g48 0 2 128 15 21 26
g9-g49 1 2 128 12 16 15
g9-g50 1 2 128 150 226 226
images-CVIU11-1-119 0 8 5376 4236 579 665
images-CVIU11-1-131 0 8 2645 833 157 111
images-CVIU11-1-50 0 8 5306 3676 459 549
images-CVIU11-1-81 0 8 3455 2294 333 297
images-CVIU11-10-110 0 8 2666 1490 224 191
images-CVIU11-10-139 0 8 2051 464 101 79
images-CVIU11-10-20 0 8 4682 3643 455 539
images-CVIU11-10-50 0 8 5306 3123 452 554
images-CVIU11-10-58 0 8 2365 749 173 139
images-CVIU11-10-60 0 8 3476 2437 336 286
images-CVIU11-10-93 0 8 3915 1785 342 272
images-CVIU11-11-4 0 8 4104 12367 1815 1921
images-CVIU11-11-72 0 8 4314 15958 2156 2188
images-CVIU11-11-8 0 8 3501 5921 771 726
images-CVIU11-12-115 0 8 3615 2667 425 346
images-CVIU11-12-137 0 8 1765 205 54 54
images-CVIU11-12-141 0 8 2036 373 79 96
images-CVIU11-12-4 0 8 4104 3034 524 575
images-CVIU11-13-11 0 8 2362 1635 217 191
images-CVIU11-13-118 0 8 3502 1922 311 248
images-CVIU11-13-128 0 8 4476 2122 335 393
images-CVIU11-13-13 0 8 3947 2790 416 337
images-CVIU11-13-30 0 8 4854 5306 649 712
images-CVIU11-13-46 0 8 3794 2990 417 347
images-CVIU11-13-7 0 8 4754 2914 435 481
images-CVIU11-14-106 0 8 3615 1961 300 245
images-CVIU11-14-146 0 8 4549 2985 511 586
images-CVIU11-14-16 0 8 2185 2053 264 245
images-CVIU11-14-31 0 8 4105 4349 502 553
images-CVIU11-14-63 0 8 4373 3810 476 527
images-CVIU11-14-96 0 8 2944 2570 324 281
images-CVIU11-15-146 0 8 4549 12450 1814 1745
images-CVIU11-16-143 0 8 2450 824 152 125
images-CVIU11-16-37 0 8 5352 2940 433 535
images-CVIU11-16-55 0 8 2607 656 155 121
images-CVIU11-17-107 0 8 3132 2359 378 329
images-CVIU11-17-14 0 8 1845 457 81 94
images-CVIU11-17-82 0 8 4058 2630 395 320
images-CVIU11-18-137 0 8 1765 381 70 66
images-CVIU11-18-139 0 8 2051 1343 201 181
images-CVIU11-18-27 0 8 3551 3185 424 377
images-CVIU11-18-33 0 8 5714 9928 1153 1293
images-CVIU11-18-82 0 8 4058 2099 394 306
images-CVIU11-18-85 0 8 4680 1833 416 503
images-CVIU11-19-129 0 8 1751 1216 166 167
images-CVIU11-19-131 0 8 2645 4388 530 494
images-CVIU11-2-24 0 8 1478 1541 190 175
images-CVIU11-2-33 0 8 5714 8729 1158 1255
images-CVIU11-2-50 0 8 5306 7379 840 899
images-CVIU11-2-54 0 8 2754 2222 288 250
images-CVIU11-2-60 0 8 3476 5162 591 519
images-CVIU11-2-63 0 8 4373 7143 780 834
images-CVIU11-2-79 0 8 2319 1967 312 287
images-CVIU11-20-134 0 8 3182 3784 649 611
images-CVIU11-20-31 0 8 4105 10676 1688 1646
images-CVIU11-20-46 0 8 3794 7201 1110 947
images-CVIU11-20-72 0 8 4314 15104 2355 2381
images-CVIU11-20-88 0 8 4497 12453 1896 2218
images-CVIU11-21-102 0 8 2626 4449 546 513
images-CVIU11-21-119 0 8 5376 24884 2262 2356
images-CVIU11-21-9 0 8 3426 3965 494 440
images-CVIU11-22-100 0 8 1764 331 59 58
images-CVIU11-22-107 0 8 3132 926 194 147
images-CVIU11-22-110 0 8 2666 1470 222 188
images-CVIU11-22-118 0 8 3502 1731 295 222
images-CVIU11-22-12 0 8 3974 2164 348 275
images-CVIU11-23-113 0 8 2877 6086 707 672
images-CVIU11-23-143 0 8 2450 3072 380 351
images-CVIU11-23-48 0 8 2867 3786 464 429
images-CVIU11-24-113 0 8 2877 3240 408 359
images-CVIU11-24-49 0 8 3737 4112 511 467
images-CVIU11-24-5 0 8 5182 6741 932 1009
images-CVIU11-24-77 0 8 5732 12733 1815 1816
images-CVIU11-25-139 0 8 2051 1186 179 157
images-CVIU11-25-61 0 8 4779 7663 832 911
images-CVIU11-25-66 0 8 2657 2744 256 220
images-CVIU11-25-70 0 8 5232 4821 618 713
images-CVIU11-25-77 0 8 5732 9607 1058 1171
images-CVIU11-25-97 0 8 2930 3669 445 411
images-CVIU11-26-106 0 8 3615 7037 778 734
images-CVIU11-26-129 1 8 1751 3153 437 433
images-CVIU11-26-138 0 8 5530 24081 2381 2498
images-CVIU11-26-15 0 8 1385 2367 340 333
images-CVIU11-26-57 0 8 5944 41388 3812 3969
images-CVIU11-26-70 0 8 5232 34137 3244 3329
images-CVIU11-26-71 0 8 4700 23808 2398 2491
images-CVIU11-26-75 0 8 5528 34132 3350 3489
images-CVIU11-26-77 0 8 5732 26910 2702 2743
images-CVIU11-26-78 0 8 5489 21570 2162 2248
images-CVIU11-27-125 0 8 4490 733 195 267
images-CVIU11-27-137 0 8 1765 164 39 39
images-CVIU11-27-144 0 8 3449 2205 312 244
images-CVIU11-27-17 0 8 4361 3398 423 481
images-CVIU11-27-36 0 8 3115 1858 267 215
images-CVIU11-28-130 0 8 1721 1580 210 206
images-CVIU11-28-135 0 8 2888 7391 820 779
images-CVIU11-28-99 0 8 4377 10264 1110 1178
images-CVIU11-29-107 0 8 3132 1774 290 248
images-CVIU11-29-112 0 8 2526 755 158 128
images-CVIU11-29-114 0 8 2124 548 126 97
images-CVIU11-29-116 0 8 5710 5106 698 785
images-CVIU11-29-12 0 8 3974 3221 484 388
images-CVIU11-29-21 0 8 3875 2086 360 281
images-CVIU11-29-3 0 8 4501 2835 418 470
images-CVIU11-29-39 0 8 3218 1420 253 206
images-CVIU11-29-75 0 8 5528 4129 609 677
images-CVIU11-29-76 1 8 5763 5892 1320 1432
images-CVIU11-29-79 0 8 2319 1162 195 166
images-CVIU11-29-8 0 8 3501 3371 447 396
images-CVIU11-29-82 0 8 4058 2921 442 376
images-CVIU11-3-106 0 8 3615 2091 385 308
images-CVIU11-3-138 0 8 5530 4606 727 820
images-CVIU11-3-37 0 8 5352 6421 1103 1216
images-CVIU11-3-48 0 8 2867 2635 464 402
images-CVIU11-3-56 0 8 2308 777 211 184
images-CVIU11-3-74 0 8 5448 11435 1435 1545
images-CVIU11-30-1 0 8 4212 3374 555 609
images-CVIU11-30-11 0 8 2362 1330 223 199
images-CVIU11-30-115 0 8 3615 2413 394 323
images-CVIU11-30-12 0 8 3974 2418 375 293
images-CVIU11-30-42 0 8 3834 2673 420 354
images-CVIU11-30-66 0 8 2657 634 173 145
images-CVIU11-31-105 0 8 4159 2839 385 434
images-CVIU11-31-109 0 8 4342 3674 449 505
images-CVIU11-31-26 0 8 2123 834 146 118
images-CVIU11-31-31 0 8 4105 1849 296 341
images-CVIU11-31-39 0 8 3218 3042 386 341
images-CVIU11-33-109 0 8 4342 2197 341 409
images-CVIU11-33-59 0 8 4838 2706 428 506
images-CVIU11-33-71 0 8 4700 3395 434 514
images-CVIU11-33-86 0 8 3696 1609 297 231
images-CVIU11-33-88 0 8 4497 3229 474 534
images-CVIU11-33-93 0 8 3915 2092 359 282
images-CVIU11-34-106 0 8 3615 3048 418 356
images-CVIU11-34-135 0 8 2888 1329 229 198
images-CVIU11-34-88 0 8 4497 5366 675 738
images-CVIU11-34-9 0 8 3426 1608 282 234
images-CVIU11-35-141 0 8 2036 346 73 95
images-CVIU11-35-68 0 8 5540 4147 545 636
images-CVIU11-36-11 0 8 2362 1928 283 260
images-CVIU11-36-112 0 8 2526 1674 264 234
images-CVIU11-36-140 0 8 2299 1666 244 216
images-CVIU11-37-140 0 8 2299 2941 337 301
images-CVIU11-37-146 0 8 4549 5070 728 772
images-CVIU11-37-41 0 8 3632 8752 823 773
images-CVIU11-37-54 0 8 2754 2865 376 341
images-CVIU11-37-70 0 8 5232 6294 786 882
images-CVIU11-37-84 0 8 1072 342 59 63
images-CVIU11-38-1 0 8 4212 3587 442 507
images-CVIU11-38-10 0 8 3506 4221 465 412
images-CVIU11-38-131 0 8 2645 1819 252 214
images-CVIU11-38-23 0 8 4264 3702 580 614
images-CVIU11-38-71 0 8 4700 4294 632 709
images-CVIU11-38-78 0 8 5489 3378 601 685
images-CVIU11-39-107 0 8 3132 1990 312 264
images-CVIU11-39-114 0 8 2124 950 153 132
images-CVIU11-39-37 0 8 5352 11225 1194 1248
images-CVIU11-39-68 0 8 5540 7878 912 1035
images-CVIU11-39-80 0 8 2734 1828 269 225
images-CVIU11-4-42 0 8 3834 3186 417 348
images-CVIU11-4-50 0 8 5306 2595 382 469
images-CVIU11-40-126 0 8 1342 1067 164 154
images-CVIU11-40-136 0 8 3109 5826 655 596
images-CVIU11-40-139 0 8 2051 1248 182 166
images-CVIU11-40-23 0 8 4264 7366 927 984
images-CVIU11-40-46 0 8 3794 4040 513 444
images-CVIU11-40-8 0 8 3501 6994 823 755
images-CVIU11-41-113 0 8 2877 3866 440 400
images-CVIU11-41-4 0 8 4104 6892 867 905
images-CVIU11-41-86 0 8 3696 3557 430 366
images-CVIU11-41-88 0 8 4497 8758 1039 1120
images-CVIU11-42-112 0 8 2526 2748 366 343
images-CVIU11-42-122 0 8 3315 3322 344 282
images-CVIU11-42-53 0 8 2639 1055 183 150
images-CVIU11-42-68 0 8 5540 3270 598 686
images-CVIU11-42-78 0 8 5489 3201 576 700
images-CVIU11-42-80 0 8 2734 1125 200 155
images-CVIU11-42-88 0 8 4497 3757 585 662
images-CVIU11-43-112 0 8 2526 611 296 243
images-CVIU11-43-65 0 8 3468 1364 372 324
images-CVIU11-43-76 0 8 5763 2701 801 872
images-CVIU11-44-119 0 8 5376 12731 1233 1293
images-CVIU11-44-20 0 8 4682 3701 464 526
images-CVIU11-44-84 0 8 1072 293 50 54
images-CVIU11-44-98 0 8 2005 936 117 138
images-CVIU11-5-134 0 8 3182 852 197 144
images-CVIU11-5-19 0 8 5916 5170 682 783
images-CVIU11-5-62 0 8 5025 1989 462 552
images-CVIU11-6-119 0 8 5376 881 282 395
images-CVIU11-6-25 0 8 2778 252 113 77
images-CVIU11-6-58 0 8 2365 192 86 61
images-CVIU11-7-56 0 8 2308 807 205 176
images-CVIU11-7-96 0 8 2944 1688 374 309
images-CVIU11-8-120 0 8 4301 4657 564 644
images-CVIU11-8-129 0 8 1751 1216 160 163
images-CVIU11-8-130 0 8 1721 859 122 123
images-CVIU11-8-20 0 8 4682 7493 851 934
images-CVIU11-8-68 0 8 5540 9542 1065 1156
images-CVIU11-8-83 0 8 4293 5070 607 666
images-CVIU11-9-110 0 8 2666 3757 443 410
meshes-CVIU11-1-106 0 10 969 222 76 70
meshes-CVIU11-1-120 0 10 794 212 71 66
meshes-CVIU11-1-149 0 10 1439 1325 304 349
meshes-CVIU11-1-170 0 10 938 176 66 59
meshes-CVIU11-1-175 0 10 286 24 13 10
meshes-CVIU11-1-187 0 10 4034 8653 1063 930
meshes-CVIU11-1-188 0 10 1827 1544 278 298
meshes-CVIU11-1-20 0 10 1830 1234 231 245
meshes-CVIU11-1-205 0 10 963 176 58 55
meshes-CVIU11-1-206 0 10 5357 9078 948 1066
meshes-CVIU11-1-220 0 10 300 21 12 12
meshes-CVIU11-1-223 0 10 2431 2994 471 411
meshes-CVIU11-1-225 0 10 3303 5977 757 682
meshes-CVIU11-1-250 0 10 529 58 20 20
meshes-CVIU11-1-278 0 10 364 9 8 9
meshes-CVIU11-1-279 0 10 600 32 16 14
meshes-CVIU11-1-282 0 10 1816 929 207 211
meshes-CVIU11-1-283 0 10 4142 7195 844 907
meshes-CVIU11-1-294 0 10 1929 2303 349 372
meshes-CVIU11-1-305 0 10 844 147 59 56
meshes-CVIU11-1-314 0 10 5183 28065 2507 2547
meshes-CVIU11-1-318 0 10 4127 17683 1656 1720
meshes-CVIU11-1-34 0 10 2948 5367 730 727
meshes-CVIU11-1-357 0 10 411 50 17 21
meshes-CVIU11-1-360 0 10 3302 5136 661 645
meshes-CVIU11-1-368 0 10 2288 777 184 156
meshes-CVIU11-1-37 0 10 415 40 17 18
meshes-CVIU11-1-397 0 10 2968 3944 576 580
meshes-CVIU11-1-410 0 10 358 21 18 12
meshes-CVIU11-1-424 0 10 2229 1727 308 281
meshes-CVIU11-1-431 0 10 3671 5381 676 579
meshes-CVIU11-1-461 0 10 5613 24029 2099 1931
meshes-CVIU11-1-466 0 10 282 7 9 9
meshes-CVIU11-1-489 0 10 3790 4922 817 671
meshes-CVIU11-1-511 0 10 3670 9357 1189 1036
meshes-CVIU11-1-63 0 10 1001 373 92 84
meshes-CVIU11-1-88 0 10 728 84 28 29
meshes-CVIU11-2-100 0 10 5008 18716 1699 1624
meshes-CVIU11-2-108 0 10 1641 471 124 118
meshes-CVIU11-2-11 0 10 534 67 24 24
meshes-CVIU11-2-121 0 10 290 22 13 13
meshes-CVIU11-2-13 0 10 1380 629 152 149
meshes-CVIU11-2-137 0 10 1506 618 164 153
meshes-CVIU11-2-177 0 10 733 128 52 49
meshes-CVIU11-2-211 0 10 935 262 79 72
meshes-CVIU11-2-223 0 10 2431 3049 465 492
meshes-CVIU11-2-233 0 10 1213 674 129 130
meshes-CVIU11-2-245 0 10 838 79 32 27
meshes-CVIU11-2-246 0 10 1726 899 172 188
meshes-CVIU11-2-248 0 10 1247 401 107 115
meshes-CVIU11-2-267 0 10 2604 3154 543 461
meshes-CVIU11-2-3 0 10 400 42 18 17
meshes-CVIU11-2-300 0 10 1387 283 69 60
meshes-CVIU11-2-304 0 10 855 54 20 17
meshes-CVIU11-2-305 0 10 844 152 59 56
meshes-CVIU11-2-317 0 10 485 48 22 18
meshes-CVIU11-2-321 0 10 1809 526 138 203
meshes-CVIU11-2-324 0 10 847 196 68 63
meshes-CVIU11-2-349 0 10 759 110 24 21
meshes-CVIU11-2-35 0 10 808 158 61 59
meshes-CVIU11-2-353 0 10 3436 8477 1017 931
meshes-CVIU11-2-354 0 10 843 45 22 18
meshes-CVIU11-2-365 0 10 935 171 62 57
meshes-CVIU11-2-447 0 10 3497 7774 995 942
meshes-CVIU11-2-449 0 10 2917 4169 602 542
meshes-CVIU11-2-462 0 10 526 58 22 20
meshes-CVIU11-2-484 0 10 3787 6483 860 698
meshes-CVIU11-2-487 0 10 4278 12761 1239 1235
meshes-CVIU11-2-493 0 10 1383 269 95 80
meshes-CVIU11-2-503 0 10 1671 627 160 157
meshes-CVIU11-2-511 0 10 3670 8482 975 1229
meshes-CVIU11-2-513 0 10 1467 281 73 64
meshes-CVIU11-2-52 0 10 777 146 57 55
meshes-CVIU11-2-54 0 10 1344 545 193 143
meshes-CVIU11-2-6 0 10 2040 1337 245 304
meshes-CVIU11-2-76 0 10 3778 8173 908 828
meshes-CVIU11-2-80 0 10 3249 2897 533 398
meshes-CVIU11-3-100 0 10 5008 19530 1425 1907
meshes-CVIU11-3-12 0 10 216 185 19 14
meshes-CVIU11-3-130 0 10 2512 5696 519 460
meshes-CVIU11-3-139 0 10 5217 27817 3068 2880
meshes-CVIU11-3-147 0 10 1654 669 133 127
meshes-CVIU11-3-151 0 10 886 396 53 49
meshes-CVIU11-3-158 1 10 3944 100000000 100000000 100000000
meshes-CVIU11-3-16 0 10 1721 2342 213 203
meshes-CVIU11-3-17 0 10 1678 2487 210 202
meshes-CVIU11-3-190 0 10 870 406 49 43
meshes-CVIU11-3-193 0 10 2478 4026 438 407
meshes-CVIU11-3-195 0 10 2964 6688 674 627
meshes-CVIU11-3-213 1 10 409 100000000 100000000 100000000
meshes-CVIU11-3-218 0 10 2200 3622 443 425
meshes-CVIU11-3-220 0 10 300 207 15 16
meshes-CVIU11-3-23 0 10 1737 2445 207 214
meshes-CVIU11-3-242 1 10 3195 100000000 100000000 100000000
meshes-CVIU11-3-246 0 10 1726 2035 235 239
meshes-CVIU11-3-251 0 10 416 387 28 32
meshes-CVIU11-3-289 0 10 285 151 20 15
meshes-CVIU11-3-290 0 10 262 211 27 31
meshes-CVIU11-3-313 1 10 2559 100000000 100000000 100000000
meshes-CVIU11-3-325 0 10 284 279 19 20
meshes-CVIU11-3-35 0 10 808 1239 80 76
meshes-CVIU11-3-357 0 10 411 372 25 28
meshes-CVIU11-3-381 0 10 611 258 28 22
meshes-CVIU11-3-408 0 10 352 183 22 15
meshes-CVIU11-3-431 0 10 3671 6049 722 610
meshes-CVIU11-3-434 1 10 3773 100000000 100000000 100000000
meshes-CVIU11-3-448 0 10 2605 5160 548 513
meshes-CVIU11-3-45 0 10 1395 2500 223 185
meshes-CVIU11-3-457 0 10 1347 1268 143 134
meshes-CVIU11-3-484 0 10 3787 9069 947 859
meshes-CVIU11-3-501 0 10 3426 11004 1011 1037
meshes-CVIU11-3-503 0 10 1671 1473 202 198
meshes-CVIU11-3-511 0 10 3670 9772 823 772
meshes-CVIU11-3-512 0 10 514 100000000 100000000 100000000
meshes-CVIU11-3-513 0 10 1467 266 86 68
meshes-CVIU11-3-526 0 10 941 871 94 90
meshes-CVIU11-3-59 0 10 991 606 108 70
meshes-CVIU11-3-7 0 10 585 199 31 17
meshes-CVIU11-3-97 0 10 3478 7799 786 814
meshes-CVIU11-3-98 0 10 4389 7095 668 668
meshes-CVIU11-4-114 0 10 1064 174 86 59
meshes-CVIU11-4-129 0 10 4437 18066 1443 1562
meshes-CVIU11-4-135 0 10 391 24 13 13
meshes-CVIU11-4-166 0 10 201 9 10 10
meshes-CVIU11-4-168 0 10 1341 381 140 144
meshes-CVIU11-4-206 0 10 5357 8969 890 986
meshes-CVIU11-4-213 0 10 409 41 17 18
meshes-CVIU11-4-228 0 10 4233 6151 654 788
meshes-CVIU11-4-248 0 10 1247 394 110 115
meshes-CVIU11-4-268 0 10 3686 8048 997 929
meshes-CVIU11-4-311 0 10 4127 14746 1315 1210
meshes-CVIU11-4-313 0 10 2559 2464 406 373
meshes-CVIU11-4-325 0 10 284 26 15 14
meshes-CVIU11-4-341 0 10 527 100 34 34
meshes-CVIU11-4-387 0 10 1258 412 141 107
meshes-CVIU11-4-441 0 10 2727 3311 549 463
meshes-CVIU11-4-45 0 10 1395 593 161 152
meshes-CVIU11-4-46 0 10 869 169 66 61
meshes-CVIU11-4-471 0 10 3557 4692 662 587
meshes-CVIU11-4-487 0 10 4278 12463 1401 1239
meshes-CVIU11-4-501 0 10 3426 7196 860 860
meshes-CVIU11-4-80 0 10 3249 2870 477 451
meshes-CVIU11-5-102 0 10 3259 5068 688 650
meshes-CVIU11-5-115 0 10 545 76 21 20
meshes-CVIU11-5-121 0 10 290 20 13 14
meshes-CVIU11-5-147 0 10 1654 422 122 125
meshes-CVIU11-5-148 0 10 2409 1250 294 278
meshes-CVIU11-5-163 0 10 1971 1966 341 348
meshes-CVIU11-5-182 0 10 1072 273 83 85
meshes-CVIU11-5-188 0 10 1827 1227 246 245
meshes-CVIU11-5-191 0 10 4882 27114 3046 3090
meshes-CVIU11-5-200 0 10 716 109 47 53
meshes-CVIU11-5-212 0 10 1697 1125 289 217
meshes-CVIU11-5-216 0 10 716 120 54 50
meshes-CVIU11-5-223 0 10 2431 2945 466 425
meshes-CVIU11-5-244 0 10 2108 1499 285 243
meshes-CVIU11-5-283 0 10 4142 7458 831 895
meshes-CVIU11-5-286 0 10 640 82 30 29
meshes-CVIU11-5-304 0 10 855 33 22 15
meshes-CVIU11-5-306 0 10 5254 18400 1477 1482
meshes-CVIU11-5-315 0 10 415 31 14 14
meshes-CVIU11-5-333 0 10 2087 2052 372 333
meshes-CVIU11-5-34 0 10 2948 4213 625 592
meshes-CVIU11-5-36 0 10 3278 3744 574 537
meshes-CVIU11-5-409 0 10 375 33 17 15
meshes-CVIU11-5-433 0 10 2098 1410 261 253
meshes-CVIU11-5-464 0 10 4020 10162 1364 1116
meshes-CVIU11-5-468 0 10 1539 694 167 165
meshes-CVIU11-5-488 0 10 3472 2451 528 412
meshes-CVIU11-5-517 0 10 5069 7815 1013 1006
meshes-CVIU11-5-59 0 10 991 210 71 65
meshes-CVIU11-5-73 0 10 1216 443 126 129
meshes-CVIU11-5-99 0 10 4296 10733 1039 1107
meshes-CVIU11-6-102 0 10 3259 12200 1641 1534
meshes-CVIU11-6-150 0 10 4080 6534 818 711
meshes-CVIU11-6-151 0 10 886 139 50 46
meshes-CVIU11-6-163 0 10 1971 3471 579 519
meshes-CVIU11-6-194 0 10 1730 1145 249 213
meshes-CVIU11-6-211 0 10 935 253 82 74
meshes-CVIU11-6-265 0 10 643 103 50 45
meshes-CVIU11-6-293 0 10 383 24 14 15
meshes-CVIU11-6-303 0 10 2040 1043 221 244
meshes-CVIU11-6-306 0 10 5254 19314 1753 1453
