instance family sat sequential no-backjumping no-all-diff no-supplementals full-all-diff threaded
g17-g43 2 1 1e9 1e9 1e9 1e9 1e9 31251
g17-g44 2 1 251 430 260 72 251 239
g17-g45 2 1 3234 3353 3318 68 3234 321
g17-g46 2 1 307 319 316 105 307 573
g17-g47 2 1 298 303 305 105 298 513
g17-g48 2 1 353 353 359 70 353 378
g17-g49 2 1 434 1297 599 164798016 418 484
g17-g50 2 1 65 65 65 65 65 319
g18-g19 2 0 0 0 0 0 0 0
g18-g20 2 1 3344950 3361328 4012032 3344950 3279904 3479555
g18-g21 2 1 65 65 65 65 65 120
g18-g22 2 0 0 0 0 0 0 0
g18-g23 2 0 0 0 0 0 0 0
g18-g24 2 0 0 0 0 0 0 0
g18-g25 2 0 0 0 0 0 0 0
g18-g26 2 0 0 0 0 0 0 0
g18-g27 2 0 0 0 0 0 0 0
g18-g28 2 0 0 0 0 0 0 0
g18-g29 2 1 40137 40893 41003 1776725 40153 14148
g18-g30 2 1 10551 10819 11171 258332 10551 70070
g18-g31 2 1 12024 13020 12270 52743 12024 11847
g18-g32 2 1 65 65 65 65 65 144
g18-g33 2 0 6247 6255 19601 23462 5490 6247
g18-g34 2 0 0 0 0 2761 0 0
g18-g35 2 0 0 0 0 6079 0 0
g18-g36 2 0 0 0 0 7831 0 0
g18-g37 2 0 13038244 13195359 34976168 335201593 12274859 13038244
g18-g38 2 0 0 0 0 0 0 0
g18-g39 2 0 0 0 0 0 0 0
g18-g40 2 1 65 65 65 65 65 344
g18-g41 2 0 5264 5264 19010 23932 4670 5264
g18-g42 2 0 46309 46350 8754286 1608615 33315 46309
g18-g43 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g18-g44 2 1 1523456796 1567292207 1580523202 6695279375 1523367441 849007717
g18-g45 2 1 1e9 1e9 1e9 4871301613 1e9 625328703
g18-g46 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g18-g47 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g18-g48 2 1 1e9 1e9 61382981510 1e9 1e9 1e9
g18-g49 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g18-g50 2 1 106 106 106 65 106 310
g19-g20 2 1 1e9 1e9 1e9 1e9 1e9 93170891675
g19-g21 2 1 65 65 65 65 65 132
g19-g22 2 0 0 0 0 0 0 0
g19-g23 2 0 0 0 0 0 0 0
g19-g25 2 0 0 0 0 0 0 0
g19-g26 2 0 0 0 0 0 0 0
g19-g27 2 0 50141612 50275022 3348778283 53585974 34047978 50141612
g19-g28 2 0 0 0 0 0 0 0
g19-g29 2 0 3248491970 3323979558 3503385217 4346668138 3234100978 3248491970
g19-g30 2 0 2531239730 2587004734 2737213122 3445691584 2519733483 2531239730
g19-g31 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g19-g32 2 1 65 65 65 65 65 176
g19-g33 2 0 0 0 0 0 0 0
g19-g35 2 0 0 0 0 0 0 0
g19-g37 2 0 287 289 533402 56725 144 287
g19-g38 2 0 0 0 0 0 0 0
g19-g40 2 1 65 65 65 65 65 241
g19-g41 2 0 0 0 0 0 0 0
g19-g42 2 0 0 0 0 152 0 0
g19-g43 2 0 404100714 405879121 1e9 1e9 52192878 404100714
g19-g44 2 0 1e9 1e9 32566010241 1e9 1e9 29642145113
g19-g45 2 0 1e9 1e9 29194431718 1e9 1e9 26534946157
g19-g46 2 0 1789706 1793499 2331247 5598295 1758056 1789706
g19-g47 2 0 1750412 1754107 2280735 5433620 1719554 1750412
g19-g48 2 0 7612771 7628884 9476396 18225501 7541239 7612771
g19-g49 2 0 4520667 4529395 1e9 1703318059 1476273 4520667
g19-g50 2 1 65 65 68 65 65 253
g2-g10 2 1 11 11 11 11 11 33
g2-g11 2 1 11 11 11 11 11 40
g2-g12 2 1 11 11 11 11 11 12
g2-g13 2 1 11 11 11 11 11 41
g2-g14 2 1 23 23 23 23 23 32
g2-g15 2 1 13 13 13 13 13 58
g2-g16 2 1 11 11 11 11 11 40
g2-g17 2 1 11 11 11 11 11 44
g2-g18 2 1 11 11 11 11 11 34
g2-g19 2 1 11 11 11 11 11 56
g2-g20 2 1 11 11 11 11 11 26
g2-g21 2 1 11 11 11 11 11 52
g2-g22 2 1 11 11 11 11 11 44
g2-g23 2 1 11 11 11 11 11 28
g2-g24 2 0 8 8 9896 4139 8 8
g2-g25 2 1 13 13 14 13 13 74
g2-g26 2 1 11 11 11 11 11 33
g2-g27 2 1 11 11 11 11 11 34
g2-g28 2 1 11 11 11 11 11 61
g2-g29 2 1 11 11 11 11 11 31
g2-g3 2 0 461 461 821 1541 341 461
g2-g30 2 1 11 11 11 11 11 51
g2-g31 2 1 11 11 11 11 11 59
g2-g32 2 1 11 11 11 11 11 31
g2-g33 2 1 11 11 11 11 11 37
g2-g34 2 1 11 11 11 11 11 35
g2-g35 2 1 39 39 124 141 39 31
g2-g36 2 1 11 11 11 11 11 52
g2-g37 2 1 11 11 11 11 11 35
g2-g38 2 1 11 11 11 11 11 52
g2-g39 2 1 11 11 11 11 11 38
g2-g4 2 1 11 11 11 11 11 45
g2-g40 2 1 11 11 11 11 11 44
g2-g41 2 1 11 11 11 11 11 38
g2-g42 2 1 11 11 11 11 11 34
g2-g43 2 1 11 11 11 11 11 52
g2-g44 2 1 11 11 11 11 11 53
g2-g45 2 1 11 11 11 11 11 51
g2-g46 2 1 11 11 11 11 11 41
g2-g47 2 1 11 11 11 11 11 36
g2-g48 2 1 11 11 11 11 11 42
g2-g49 2 1 11 11 11 11 11 32
g2-g5 2 1 11 11 11 11 11 42
g2-g50 2 1 11 11 11 11 11 30
g2-g6 2 1 11 11 11 11 11 62
g2-g7 2 1 11 11 11 11 11 95
g2-g8 2 1 11 11 11 12 11 51
g2-g9 2 1 368 368 1193 1064 368 213
g20-g21 2 1 3765 3765 264291 3765 90 377
g20-g23 2 0 0 0 0 0 0 0
g20-g26 2 0 0 0 0 0 0 0
g20-g27 2 0 0 0 0 0 0 0
g20-g29 2 0 0 0 0 0 0 0
g20-g30 2 0 0 0 0 0 0 0
g20-g31 2 0 0 0 0 0 0 0
g20-g32 2 1 65 65 65 65 65 269
g20-g38 2 0 0 0 0 0 0 0
g20-g40 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g20-g43 2 0 0 0 0 0 0 0
g20-g44 2 0 0 0 0 0 0 0
g20-g45 2 0 0 0 0 0 0 0
g20-g48 2 0 0 0 0 0 0 0
g20-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g21-g27 2 0 0 0 0 0 0 0
g21-g32 2 1 65 65 65 65 65 289
g21-g40 2 0 0 0 0 0 0 0
g21-g50 2 0 0 0 0 0 0 0
g22-g23 2 0 0 0 0 0 0 0
g22-g25 2 0 0 0 0 0 0 0
g22-g26 2 0 0 0 0 0 0 0
g22-g27 2 0 1087 1102 47023 1112 237 1089
g22-g28 2 0 0 0 0 0 0 0
g22-g29 2 0 105 105 3560 234 104 105
g22-g30 2 0 101 101 3390 232 99 101
g22-g31 2 0 150 150 5727 291 150 150
g22-g32 2 1 68 68 68 68 68 264
g22-g33 2 0 0 0 0 0 0 0
g22-g37 2 1 238 238 850 794 204 238
g22-g38 2 0 0 0 0 0 0 0
g22-g40 2 1 68 68 68 68 68 306
g22-g43 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g22-g44 2 0 271 271 5201 184 270 271
g22-g45 2 0 227 227 5140 182 205 227
g22-g46 2 0 13 13 490 110 13 13
g22-g47 2 0 13 13 528 109 13 13
g22-g48 2 0 29 29 873 118 29 29
g22-g49 2 0 1e9 1e9 1e9 1e9 1e9 30364072993
g22-g50 2 1 68 68 68 68 68 132
g23-g27 2 0 0 0 0 0 0 0
g23-g32 2 1 74 74 74 74 74 147
g23-g40 2 1 9917593 578608094 841371460 9917593 9913627 768
g23-g50 2 1 74 74 1e9 74 74 400
g24-g25 2 0 0 0 0 0 0 0
g24-g26 2 1 49 49 93308 49 49 167
g24-g27 2 1 51 51 69 51 51 129
g24-g28 2 0 0 0 0 0 0 0
g24-g29 2 0 1083434 1e9 5240487 4599629 1083434 2374377
g24-g30 2 0 1301361 1e9 6198227 4788731 1301361 2940401
g24-g31 2 0 10807873 1e9 45137455 19395616 10807873 43792889
g24-g32 2 1 49 49 49 49 49 157
g24-g33 2 0 0 0 0 1 0 0
g24-g35 2 0 2 2 141 11 2 2
g24-g36 2 0 0 0 0 0 0 0
g24-g37 2 1 54 54 105 322 54 164
g24-g38 2 0 0 0 0 12832555 0 0
g24-g39 2 0 0 0 0 26 0 0
g24-g40 2 1 49 49 49 49 49 176
g24-g41 2 0 0 0 0 0 0 0
g24-g42 2 1 49 49 49 483311426 49 102
g24-g43 2 1 51 51 598659 4492 51 214
g24-g44 2 0 547 547 5325 723 547 547
g24-g45 2 0 561 561 5295 705 561 561
g24-g46 2 0 33 33 517 479279 33 33
g24-g47 2 0 35 35 552 422440 35 35
g24-g48 2 0 7872 1e9 41339 905520 7872 21863
g24-g49 2 1 49 49 49 49 49 74
g24-g50 2 1 49 49 49 49 49 117
g25-g26 2 1 74 74 9907 334 74 222
g25-g27 2 0 157235 247225 22730252 156303 155376 157235
g25-g29 2 0 24 42 1694 29 24 39
g25-g30 2 0 18 18 1605 29 18 18
g25-g31 2 0 39 48 4293 53 39 48
g25-g32 2 1 32 32 32 32 32 114
g25-g38 2 0 0 0 0 0 0 0
g25-g40 2 1 32 32 32 32 32 75
g25-g43 2 1 64346 99028 592375 64590 61527 210
g25-g44 2 0 28 28 3682 43 28 28
g25-g45 2 0 28 28 3508 42 28 28
g25-g46 2 0 1 1 69 8 1 1
g25-g47 2 0 1 1 71 8 1 1
g25-g48 2 0 3 3 262 17 3 3
g25-g49 2 1 426 10271 16468102 575 1053 183
g25-g50 2 1 32 32 32 32 32 86
g26-g27 2 0 0 0 0 0 0 0
g26-g32 2 1 78 78 78 78 78 617
g26-g40 2 1 895 16178 164052 895 747 244
g26-g50 2 1 78 78 1e9 78 78 240
g27-g32 2 1 87 87 87 87 87 396
g27-g50 2 1 87 87 107 87 87 755
g28-g29 2 1 78 78 83 73 78 144
g28-g30 2 1 75 75 289 74 75 257
g28-g31 2 1 73 73 80 73 73 391
g28-g32 2 1 73 73 73 73 73 302
g28-g33 2 0 0 0 0 0 0 0
g28-g37 2 1 1e9 1e9 1e9 1e9 1e9 20456885
g28-g38 2 0 0 0 0 0 0 0
g28-g40 2 1 73 73 73 73 73 331
g28-g43 2 1 1e9 1e9 1e9 1e9 1e9 423
g28-g44 2 1 73 73 83 73 73 338
g28-g45 2 1 73 73 83 73 73 183
g28-g46 2 1 74 74 74 807 74 504
g28-g47 2 1 339 309567 2585757 806 75 235
g28-g48 2 1 73 73 75 128 73 306
g28-g49 2 1 1e9 1e9 1e9 1e9 1e9 610811
g28-g50 2 1 73 73 73 73 73 278
g29-g30 2 0 0 0 0 0 0 0
g29-g31 2 1 101 101 101 101 101 101
g29-g32 2 1 101 101 101 101 101 497
g29-g40 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g29-g44 2 0 0 0 0 0 0 0
g29-g45 2 0 0 0 0 0 0 0
g29-g50 2 0 0 0 0 1e9 0 0
g3-g10 2 0 5 5 67 869 5 5
g3-g11 2 0 1 1 1 3234 1 1
g3-g12 2 0 1 1 1 22501 1 1
g3-g13 2 1 11 11 11 11 11 58
g3-g14 2 1 18 18 29 62 18 28
g3-g15 2 1 11 11 11 11 11 15
g3-g16 2 1 387 387 504 484 387 105
g3-g17 2 0 0 0 0 0 0 0
g3-g18 2 0 1 1 1 2625 1 1
g3-g19 2 0 1 1 1 3693 1 1
g3-g20 2 1 11 11 11 11 11 28
g3-g21 2 1 11 11 11 11 11 46
g3-g22 2 1 22 22 41 157 22 61
g3-g23 2 1 1050 1050 9997 1056 1050 49
g3-g24 2 0 0 0 0 86 0 0
g3-g25 2 1 11 11 11 11 11 82
g3-g26 2 1 311 311 8671 311 311 41
g3-g27 2 1 11 11 11 11 11 41
g3-g28 2 0 0 0 0 0 0 0
g3-g29 2 1 11 11 11 11 11 88
g3-g30 2 1 11 11 11 11 11 41
g3-g31 2 1 11 11 11 11 11 49
g3-g32 2 1 11 11 11 11 11 39
g3-g33 2 0 6901 6901 14253 12793 6897 6901
g3-g34 2 0 1 1 1 4921 1 1
g3-g35 2 1 85 85 525 389 83 73
g3-g36 2 0 1118 1118 2521 13067 1084 1118
g3-g37 2 1 21 21 23 33 21 39
g3-g38 2 0 1 1 1 19401 1 1
g3-g39 2 0 3922 3922 12112 11952 3922 3922
g3-g4 2 1 11 11 11 11 11 32
g3-g40 2 1 11 11 11 11 11 34
g3-g41 2 0 6223 6223 15514 14067 6223 6223
g3-g42 2 1 11 11 11 11 11 182
g3-g43 2 1 11 11 11 11 11 47
g3-g44 2 1 11 11 11 11 11 33
g3-g45 2 1 11 11 11 11 11 32
g3-g46 2 1 31 31 31 40 31 33
g3-g47 2 1 31 31 31 40 31 42
g3-g48 2 1 22 22 22 14 22 34
g3-g49 2 1 11 11 11 11 11 33
g3-g5 2 0 22 22 172 22 22 22
g3-g50 2 1 11 11 11 11 11 47
g3-g6 2 0 0 0 0 162 0 0
g3-g7 2 0 1 1 1 16421 1 1
g3-g8 2 0 418 418 835 1489 414 418
g3-g9 2 0 25 25 1556 239 25 25
g30-g31 2 0 0 0 0 0 0 0
g30-g32 2 0 0 0 0 0 0 0
g30-g40 2 0 0 0 0 0 0 0
g30-g44 2 0 0 0 0 0 0 0
g30-g45 2 0 0 0 0 0 0 0
g30-g50 2 0 0 0 0 0 0 0
g31-g32 2 1 101 101 101 101 101 732
g31-g40 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g31-g50 2 0 0 0 0 1e9 0 0
g33-g37 2 0 1 1 20269 42 1 1
g33-g38 2 0 0 0 0 0 0 0
g33-g40 2 1 102 102 102 102 102 626
g33-g43 2 0 0 0 0 1e9 0 0
g33-g44 2 0 5284103 5611804 5720628 9025578 5147807 5284103
g33-g45 2 0 4740508 5028302 5134787 7732297 4632819 4740508
g33-g46 2 0 576 576 3258 6782 528 576
g33-g47 2 0 684 684 3409 6691 637 684
g33-g48 2 0 2357 2359 6558 13348 2218 2357
g33-g49 2 0 155751742 157964287 1e9 12864310693 49358092 155751742
g33-g50 2 1 1e9 1e9 1e9 1e9 1e9 9792
g34-g35 2 0 0 0 0 0 0 0
g34-g36 2 0 0 0 0 13650 0 0
g34-g37 2 0 142799914 147932571 200632376 5698294660 135661505 142799914
g34-g38 2 0 0 0 0 0 0 0
g34-g39 2 0 0 0 0 0 0 0
g34-g40 2 1 130 130 130 130 130 480
g34-g41 2 0 0 0 0 0 0 0
g34-g42 2 0 7061 7063 11997530 2244607 4886 7061
g34-g43 2 0 0 0 0 0 0 0
g34-g44 2 0 0 0 0 0 0 0
g34-g45 2 0 0 0 0 0 0 0
g34-g46 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g34-g47 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g34-g48 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g34-g49 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g34-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g35-g37 2 1 105593 111258 692886 6225060 69483 551322
g35-g38 2 0 0 0 0 0 0 0
g35-g40 2 1 66316957852 68446121494 1e9 66316957852 64001868622 41060
g35-g41 2 0 0 0 0 0 0 0
g35-g42 2 0 0 0 0 185276 0 0
g35-g43 2 0 0 0 0 0 0 0
g35-g44 2 0 0 0 0 0 0 0
g35-g45 2 0 0 0 0 0 0 0
g35-g46 2 0 86 86 513 348 85 86
g35-g47 2 0 94 94 547 329 93 94
g35-g48 2 0 107 107 898 551 104 107
g35-g49 2 0 1e9 1e9 1e9 1e9 1021128508 1e9
g35-g50 2 1 427528 840884 5003281 1e9 394084 4164
g36-g37 2 1 24127 38293 1468138 158565 17229 13700
g36-g38 2 0 0 0 0 0 0 0
g36-g40 2 1 129818 129888 1244925 129818 122930 12284
g36-g41 2 0 0 0 0 0 0 0
g36-g42 2 0 0 0 0 2979 0 0
g36-g43 2 0 0 0 0 0 0 0
g36-g44 2 0 0 0 0 0 0 0
g36-g45 2 0 0 0 0 0 0 0
g36-g46 2 0 1338 1346 1827 4585 1329 1338
g36-g47 2 0 1351 1359 1899 4466 1339 1351
g36-g48 2 0 4009 4135 5026 24058 3960 4009
g36-g49 2 0 0 0 0 1e9 0 0
g36-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g37-g38 2 0 0 0 0 0 0 0
g37-g40 2 1 307032788 332388275 1221447674 307032788 131021297 15993063832
g37-g43 2 0 0 0 0 0 0 0
g37-g44 2 0 0 0 0 0 0 0
g37-g45 2 0 0 0 0 0 0 0
g37-g46 2 0 9 9 545 923 9 9
g37-g47 2 0 9 9 602 773 9 9
g37-g48 2 0 84 84 1269 1941 64 84
g37-g49 2 0 0 0 0 1638 0 0
g37-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g38-g40 2 1 91294767 1e9 1e9 91294767 56793143 204
g38-g43 2 0 0 0 0 0 0 0
g38-g44 2 0 9 9 1241 9 9 9
g38-g45 2 0 10 10 1932 10 9 10
g38-g50 2 1 57 57 57 57 57 71
g39-g40 2 1 490780730 491368124 6535438751 490780730 483491440 15787
g39-g41 2 0 0 0 0 0 0 0
g39-g42 2 0 0 0 0 23306 0 0
g39-g43 2 0 0 0 0 0 0 0
g39-g44 2 0 0 0 0 0 0 0
g39-g45 2 0 0 0 0 0 0 0
g39-g46 2 0 3232 3238 4098 7407 3200 3232
g39-g47 2 0 3365 3371 4235 7304 3332 3365
g39-g48 2 0 8753 8792 9465 14928 8703 8753
g39-g49 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g39-g50 2 1 1e9 1e9 1e9 1e9 1e9 817161
g4-g10 2 0 0 0 0 0 0 0
g4-g11 2 0 0 0 0 0 0 0
g4-g12 2 0 0 0 0 24 0 0
g4-g13 2 0 0 0 0 0 0 0
g4-g14 2 0 0 0 0 0 0 0
g4-g15 2 1 11 11 11 11 11 28
g4-g16 2 0 0 0 0 0 0 0
g4-g20 2 0 2081 2081 1306113 2081 2081 2081
g4-g21 2 1 11 11 11 11 11 22
g4-g22 2 0 0 0 0 0 0 0
g4-g23 2 1 11 11 11 11 11 66
g4-g25 2 1 11 11 11 11 11 77
g4-g26 2 1 11 11 11 11 11 19
g4-g27 2 1 11 11 11 11 11 33
g4-g28 2 0 0 0 0 0 0 0
g4-g29 2 0 88 88 3583 129 88 88
g4-g30 2 0 85 85 3415 127 85 85
g4-g31 2 0 134 134 5727 179 134 134
g4-g32 2 1 11 11 11 11 11 54
g4-g33 2 0 0 0 0 0 0 0
g4-g37 2 0 0 0 0 0 0 0
g4-g38 2 0 0 0 0 21 0 0
g4-g40 2 1 11 11 11 11 11 49
g4-g41 2 0 0 0 0 0 0 0
g4-g42 2 0 0 0 0 0 0 0
g4-g43 2 1 11 11 11 11 11 52
g4-g44 2 0 111 111 5316 188 111 111
g4-g45 2 0 110 110 5282 186 110 110
g4-g46 2 0 13 13 511 126 13 13
g4-g47 2 0 13 13 545 126 13 13
g4-g48 2 0 28 28 897 128 28 28
g4-g49 2 1 5546 5546 118043 5546 5546 3122
g4-g5 2 0 0 0 0 0 0 0
g4-g50 2 1 11 11 11 11 11 26
g4-g6 2 0 0 0 0 0 0 0
g4-g7 2 0 0 0 0 21 0 0
g4-g9 2 0 0 0 0 0 0 0
g40-g50 2 0 0 0 0 0 0 0
g41-g42 2 0 0 0 0 0 0 0
g41-g43 2 0 0 0 0 0 0 0
g41-g44 2 0 0 0 0 0 0 0
g41-g45 2 0 0 0 0 0 0 0
g41-g46 2 0 1765 1765 3667 6754 1746 1765
g41-g47 2 0 1953 1953 3799 6671 1933 1953
g41-g48 2 0 5062 5065 7112 12070 4992 5062
g41-g49 2 0 1e9 1e9 1e9 1e9 1e9 1e9
g41-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g42-g43 2 0 0 0 0 0 0 0
g42-g44 2 0 0 0 0 0 0 0
g42-g45 2 0 0 0 0 0 0 0
g42-g46 2 0 7 7 489 118 7 7
g42-g47 2 0 7 7 527 118 7 7
g42-g48 2 0 30 30 876 126 30 30
g42-g49 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g42-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g43-g44 2 0 0 0 0 0 0 0
g43-g45 2 0 0 0 0 0 0 0
g43-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g44-g45 2 0 0 0 0 0 0 0
g44-g50 2 0 0 0 0 1e9 0 0
g45-g50 2 0 0 0 0 0 0 0
g46-g47 2 0 0 0 0 0 0 0
g46-g48 2 1 129 129 129 129 129 129
g46-g50 2 0 0 0 0 1e9 0 0
g47-g48 2 0 0 0 0 0 0 0
g47-g50 2 0 0 0 0 0 0 0
g48-g50 2 0 0 0 0 1e9 0 0
g49-g50 2 X 1e9 1e9 1e9 1e9 1e9 1e9
g5-g11 2 0 0 0 0 0 0 0
g5-g12 2 0 0 0 0 24 0 0
g5-g13 2 1 12 12 12 12 12 54
g5-g14 2 1 15 15 25 19 15 31
g5-g15 2 1 12 12 12 12 12 53
g5-g16 2 0 1439 1439 5967 5859 1439 1439
g5-g20 2 1 12 12 12 12 12 50
g5-g21 2 1 12 12 12 12 12 40
g5-g22 2 1 16 16 16 16 16 312
g5-g23 2 1 12 12 12 12 12 67
g5-g25 2 1 12 12 12 12 12 27
g5-g26 2 1 12 12 12 12 12 83
g5-g27 2 1 12 12 12 12 12 72
g5-g28 2 0 0 0 0 0 0 0
g5-g29 2 1 12 12 12 12 12 72
g5-g30 2 1 12 12 12 12 12 37
g5-g31 2 1 12 12 12 12 12 49
g5-g32 2 1 12 12 12 12 12 43
g5-g33 2 0 267 267 267 363 267 267
g5-g37 2 1 26 26 118780 72960 26 58
g5-g38 2 0 0 0 0 21 0 0
g5-g40 2 1 12 12 12 12 12 30
g5-g41 2 1 12 12 12 12 12 47
g5-g42 2 1 12 12 12 12 12 25
g5-g43 2 1 12 12 12 12 12 35
g5-g44 2 1 12 12 12 12 12 75
g5-g45 2 1 13 13 13 13 13 36
g5-g46 2 1 340 340 458 677 340 45
g5-g47 2 1 1243 1243 1832 2533 1243 76
g5-g48 2 1 12 12 69 94 12 56
g5-g49 2 1 12 12 12 12 12 24
g5-g50 2 1 12 12 12 12 12 38
g5-g6 2 0 0 0 0 0 0 0
g5-g7 2 0 0 0 0 21 0 0
g6-g11 2 0 0 0 0 4 0 0
g6-g12 2 0 0 0 0 1162 0 0
g6-g13 2 1 1314 4330 3014 131 1314 247
g6-g14 2 1 991 1227 3595 1885 903 2251
g6-g15 2 1 11389 11484 30527 12091 1138 92
g6-g16 2 1 66 67 290 223 65 84
g6-g20 2 1 20 20 20 20 20 73
g6-g21 2 1 20 20 20 20 20 70
g6-g22 2 0 1 1 449391 36 1 1
g6-g23 2 1 22 22 78013 32 22 166
g6-g25 2 1 84200 98274 36982647 37215 74266 23829
g6-g26 2 1 80 83 279661 2317 64 233
g6-g27 2 1 20 20 20 20 20 86
g6-g28 2 0 0 0 0 0 0 0
g6-g29 2 1 20 20 21 20 20 84
g6-g30 2 1 24 24 27 29 24 85
g6-g31 2 1 24 24 26 22 24 80
g6-g32 2 1 20 20 20 20 20 54
g6-g33 2 0 2 2 2 22 2 2
g6-g37 2 1 25 25 43 4320 25 129
g6-g38 2 0 0 0 0 249 0 0
g6-g40 2 1 20 20 20 20 20 59
g6-g41 2 0 1 1 1 9 1 1
g6-g42 2 0 224 224 4274920 747 163 224
g6-g43 2 1 20 20 20 20 20 46
g6-g44 2 1 20 20 20 20 20 53
g6-g45 2 1 20 20 20 20 20 106
g6-g46 2 1 144 144 175 1602 144 121
g6-g47 2 1 145 145 175 1709 145 67
g6-g48 2 1 57 58 67 884 57 142
g6-g49 2 1 20 20 20 20 20 47
g6-g50 2 1 20 20 20 20 20 63
g6-g7 2 0 0 0 0 21 0 0
g7-g11 2 0 0 0 0 0 0 0
g7-g12 2 0 0 0 0 0 0 0
g7-g13 2 0 0 0 0 0 0 0
g7-g14 2 0 0 0 0 0 0 0
g7-g15 2 0 0 0 0 0 0 0
g7-g16 2 0 0 0 0 0 0 0
g7-g20 2 0 30161 30161 7552193 30161 30161 30161
g7-g21 2 1 21 21 21 21 21 54
g7-g22 2 0 0 0 0 0 0 0
g7-g23 2 0 0 0 0 0 0 0
g7-g25 2 0 0 0 0 0 0 0
g7-g26 2 0 0 0 0 0 0 0
g7-g27 2 0 0 0 0 0 0 0
g7-g28 2 0 0 0 0 0 0 0
g7-g29 2 0 2038 2038 256930 2222 2038 2038
g7-g30 2 0 2007 2007 243866 2188 2007 2007
g7-g31 2 0 3151 3151 569503 3253 3151 3151
g7-g32 2 1 21 21 21 21 21 132
g7-g33 2 0 0 0 0 0 0 0
g7-g37 2 0 0 0 0 0 0 0
g7-g38 2 1 21 21 21 21 21 65
g7-g40 2 1 30889 30889 965444 30889 29458 111
g7-g41 2 0 0 0 0 0 0 0
g7-g42 2 0 0 0 0 0 0 0
g7-g43 2 0 40481657240 40481657240 1e9 40480660080 30620830852 40481657240
g7-g44 2 0 1922 1922 371585 2322 1922 1922
g7-g45 2 0 1850 1850 358143 2208 1850 1850
g7-g46 2 0 393 393 27981 1709 393 393
g7-g47 2 0 391 391 27627 1705 391 391
g7-g48 2 0 865 865 52070 2019 865 865
g7-g49 2 0 5120134 5120134 42360428852 5285609 3566158 5120134
g7-g50 2 1 21 21 21 21 21 50
g8-g10 2 0 0 0 0 0 0 0
g8-g11 2 0 0 0 0 5 0 0
g8-g12 2 0 0 0 0 27 0 0
g8-g13 2 0 4434 4451 682782 6593 3426 4434
g8-g14 2 0 20 20 56770 54 16 20
g8-g15 2 0 419299 419785 7633113 464481 377060 419299
g8-g16 2 1 108 108 9697 1372 98 108
g8-g19 2 0 0 0 0 5 0 0
g8-g20 2 1 31 31 31 31 31 75
g8-g21 2 1 31 31 31 31 31 68
g8-g22 2 0 1 1 67702 118 1 1
g8-g23 2 0 919753 930776 21784764 1108878 871851 919753
g8-g25 2 0 0 0 0 0 0 0
g8-g26 2 0 613361 619052 95537080 1725864 519261 613361
g8-g27 2 1 83601 99292 1393795 91929 82680 15432
g8-g28 2 0 0 0 0 0 0 0
g8-g29 2 1 1566 1602 1822 15594 1563 5918
g8-g30 2 1 4584 4676 5308 15132 4580 9489
g8-g31 2 1 1137 1158 1320 6549 1137 3168
g8-g32 2 1 31 31 31 31 31 121
g8-g33 2 0 0 0 0 52 0 0
g8-g35 2 0 0 0 0 8 0 0
g8-g36 2 0 0 0 0 0 0 0
g8-g37 2 1 2921 2924 695473 106105 2563 1393
g8-g38 2 0 0 0 0 21 0 0
g8-g40 2 1 31 31 31 31 31 65
g8-g41 2 0 0 0 0 11 0 0
g8-g42 2 0 121 121 82766 3288 80 121
g8-g43 2 1 31 31 31 35 31 154
g8-g44 2 1 125 132 132 52 125 73
g8-g45 2 1 129 139 136 50 129 313
g8-g46 2 0 204794 207533 251524 128651 204234 204794
g8-g47 2 0 200472 202623 246430 126065 199712 200472
g8-g48 2 0 1692961 1722586 2059102 313410 1690037 1692961
g8-g49 2 1 4993 5725 5390 5297 4993 9726
g8-g50 2 1 31 31 31 31 31 46
g8-g9 2 0 0 0 0 0 0 0
g9-g10 2 0 0 0 0 0 0 0
g9-g11 2 0 0 0 0 0 0 0
g9-g12 2 0 0 0 0 25 0 0
g9-g13 2 0 0 0 0 0 0 0
g9-g14 2 0 0 0 0 0 0 0
g9-g15 2 0 17444206 21985531 50447003 16978656 93 17566352
g9-g16 2 0 3 3 3636 18 3 3
g9-g20 2 1 47 50 73 47 47 111
