instance sat family density lad ttvbbjdpd32g vbbjdpd vbbjdpdnosup vf2 abscon snd
g12-g40 1 2 48 127.980000 299 261 64 100000000 1507.000 1524.000
g12-g43 0 2 48 102.984000 19 20 17 100000000 1814.000 2288.000
g12-g44 0 2 48 94.985000 24 52 16 100000000 661.000 917.000
g12-g45 0 2 48 56.991000 23 37 8 100000000 605.000 965.000
g12-g46 0 2 48 7.998000 13 13 1 20 649.000 948.000
g12-g47 0 2 48 5.999000 13 19 1 17 610.00 1204.000
g12-g48 0 2 48 21.996000 16 17 2 22 608.000 1036.000
g12-g50 1 2 48 154.976000 233 153 1 100000000 1458.000 1238.000
g13-g15 1 2 49 2.999000 9 5 0 12 705.000 534.000
g13-g20 0 2 49 419.936000 68 118 85 6617 500.0 545.000
g13-g21 1 2 49 35.994000 184 81 0 0 1023.000 740.00
g13-g23 0 2 49 .999000 11 8 0 1 476.000 449.000
g13-g25 0 2 49 0 7 1 0 0 447.000 297.000
g13-g26 0 2 49 0 10 7 0 0 408.000 396.000
g13-g27 0 2 49 264.959000 66 137 105 100000000 2712.000 10750.00
g13-g29 0 2 49 48.992000 19 18 2 1 452.000 736.000
g13-g30 0 2 49 27.995000 23 18 2 2 573.000 664.000
g13-g31 0 2 49 53.991000 20 23 5 9 570.00 766.000
g13-g32 1 2 49 137.979000 1245 631 1 0 1453.000 1176.000
g13-g38 0 2 49 0 9 2 0 0 465.000 348.000
g13-g40 1 2 49 117.982000 284 192 1 0 1395.000 1106.000
g13-g43 1 2 49 28.995000 22 2007594 2499031 100000000 1019.000 917.000
g13-g44 0 2 49 40.993000 22 36 7 10 568.000 758.000
g13-g45 0 2 49 35.994000 23 35 9 17 585.000 770.00
g13-g46 0 2 49 28.995000 12 18 1 0 531.000 549.000
g13-g47 0 2 49 16.997000 12 18 1 0 530.00 557.000
g13-g48 0 2 49 37.994000 13 20 1 1 569.000 607.000
g13-g49 0 2 49 912.861000 23 37 3 11949244 6314.000 17751.000
g13-g50 1 2 49 116.982000 231 155 1 0 1425.000 1089.000
g14-g15 0 2 50 .999000 7 3 0 5693174 459.000 317.000
g14-g20 0 2 50 6563.002000 106 662 531 100000000 65735.000 81248.000
g14-g21 1 2 50 65.989000 180 96 1 0 1169.000 744.000
g14-g23 0 2 50 5.999000 10 5 0 100000000 509.000 556.000
g14-g25 0 2 50 0 6 1 0 304 379.000 292.000
g14-g26 0 2 50 5.999000 10 12 1 100000000 483.000 513.000
g14-g27 1 2 50 24624.256000 19 53 16 100000000 1577.000 1414.000
g14-g29 0 2 50 44.993000 22 17 4 100000000 514.000 753.000
g14-g30 0 2 50 26.995000 21 17 4 100000000 514.000 731.000
g14-g31 0 2 50 75.988000 20 20 6 100000000 583.000 776.000
g14-g32 1 2 50 83.987000 1380 605 1 0 1297.000 1125.000
g14-g38 0 2 50 3.999000 9 3 0 0 455.000 347.000
g14-g40 1 2 50 78.987000 307 190 1 100000000 1408.000 1135.000
g14-g43 1 2 50 32.994000 17 21 4 100000000 8147.000 9575.000
g14-g44 0 2 50 67.989000 20 34 6 100000000 810.00 792.000
g14-g45 0 2 50 57.991000 28 31 5 100000000 704.000 858.000
g14-g46 0 2 50 24.996000 11 20 1 4664953 580.00 726.000
g14-g47 0 2 50 22.996000 13 17 1 4779005 538.000 1042.000
g14-g48 0 2 50 42.993000 14 25 3 81109185 514.000 827.000
g14-g49 1 2 50 8754.669000 838 459 5715 100000000 48269.000 100000000
g14-g50 1 2 50 118.981000 241 152 2 0 1323.000 1163.000
g15-g20 0 2 50 68.989000 20 25 5 2946 467.000 565.000
g15-g21 1 2 50 67.989000 183 82 0 0 1026.000 894.000
g15-g23 0 2 50 .999000 10 8 0 1 435.000 485.000
g15-g25 0 2 50 0 7 2 0 0 452.000 335.000
g15-g26 0 2 50 0 10 8 0 0 380.00 410.00
g15-g27 0 2 50 19.996000 17 13 7 100000000 805.000 592.000
g15-g29 0 2 50 21.996000 20 25 1 3 552.000 664.000
g15-g30 0 2 50 19.996000 16 18 1 3 408.000 627.000
g15-g31 0 2 50 45.993000 22 21 2 18 473.000 717.000
g15-g32 1 2 50 112.982000 1397 609 1 0 1375.000 1512.000
g15-g38 0 2 50 0 9 2 0 0 389.000 406.000
g15-g40 1 2 50 101.984000 294 195 1 630773 1370.00 1232.000
g15-g43 1 2 50 4299.346000 91 704968 824723 100000000 3560440.00 37560144.000
g15-g44 0 2 50 31.995000 19 34 2 34 572.000 702.000
g15-g45 0 2 50 20.996000 19 34 2 22 467.000 783.000
g15-g46 0 2 50 4.999000 11 16 0 0 567.000 529.000
g15-g47 0 2 50 4.999000 12 22 1 0 545.000 528.000
g15-g48 0 2 50 32.994000 12 20 1 0 546.000 565.000
g15-g49 0 2 50 89.986000 26 48 4 1 773.000 897.000
g15-g50 1 2 50 109.983000 213 186 2 0 1310.00 1214.000
g16-g20 0 2 53 100000000 31198 569627 478641 100000000 6195998.000 6701612.000
g16-g21 1 2 53 105.983000 203 85 0 0 1149.000 973.000
g16-g22 0 2 53 .999000 7 2 0 0 410.00 385.000
g16-g23 0 2 53 1.999000 10 12 0 18353490 597.000 704.000
g16-g25 0 2 53 .999000 7 2 0 3 552.000 319.000
g16-g26 0 2 53 2.999000 10 16 1 20439223 520.00 796.000
g16-g27 0 2 53 2498.620000 7347 22944 20042 100000000 136503.000 9346.000
g16-g28 0 2 53 0 6 1 0 0 491.000 404.000
g16-g29 0 2 53 2823.570000 33 61 54 100000000 678.000 965.000
g16-g30 0 2 53 2137.675000 32 60 51 100000000 719.000 889.000
g16-g31 0 2 53 21541.725000 53 188 187 100000000 1005.000 1453.000
g16-g32 1 2 53 130.980000 1368 615 1 0 1898.000 1523.000
g16-g33 0 2 53 .999000 8 3 0 0 406.000 511.000
g16-g37 1 2 53 66.989000 12 36 2 356267 663.000 716.000
g16-g38 0 2 53 1.999000 7 2 0 424 459.000 491.000
g16-g40 1 2 53 237.963000 353 213 2 100000000 1476.000 1476.000
g16-g43 -1 2 53 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g16-g44 0 2 53 4662.291000 52 143 182 100000000 1451.000 1507.000
g16-g45 0 2 53 3861.412000 86 191 171 100000000 1333.000 1537.000
g16-g46 0 2 53 572.912000 15 26 10 100000000 582.000 940.00
g16-g47 0 2 53 369.943000 17 26 10 100000000 543.000 1035.000
g16-g48 0 2 53 1091.834000 22 45 26 100000000 528.000 1027.000
g16-g49 0 2 53 106253.846000 3244 50509 1719786 100000000 8197450.00 62284704.000
g16-g50 1 2 53 198.969000 227 162 1 2075 1530.00 1337.000
g17-g18 1 2 64 9.998000 9 3 0 0 620.00 567.000
g17-g19 0 2 64 12.998000 10 10 8 72893 550.00 1098.000
g17-g20 1 2 64 23.996000 19 9 0 0 799.000 623.000
g17-g21 1 2 64 52.991000 181 78 0 0 1146.000 968.000
g17-g22 0 2 64 107.983000 7 6 1292 505795 522.000 1078.000
g17-g23 0 2 64 2.999000 10 4 0 100000000 410.00 1047.000
g17-g24 0 2 64 .999000 7 1 0 2 497.000 402.000
g17-g25 0 2 64 .999000 7 3 0 100000000 412.000 393.000
g17-g26 0 2 64 2.999000 6 4 0 100000000 435.000 1309.000
g17-g27 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g17-g28 0 2 64 .999000 6 1 0 2 472.000 529.000
g17-g29 1 2 64 57.991000 24 12 1 0 949.000 852.000
g17-g30 1 2 64 44.993000 19 13 1 0 1051.000 879.000
g17-g31 1 2 64 50.992000 22 20 1 0 986.000 801.000
g17-g32 1 2 64 83.987000 1374 605 1 0 1703.000 1496.000
g17-g33 0 2 64 4772.274000 26 59 109 103316 14580.00 19541.000
g17-g34 0 2 64 269.958000 7 4 20 2035 483.000 801.000
g17-g35 0 2 64 312.952000 14 16 27 35414 978.000 1671.000
g17-g36 0 2 64 534.918000 10 15 37 41740 603.000 884.000
g17-g37 1 2 64 7370.879000 735 7898 123464 100000000 6190296.000 10018093.000
g17-g38 0 2 64 1.999000 8 5 0 100000000 531.000 374.000
g17-g39 1 2 64 190.970000 10 10 3 0 1980.00 2617.000
g17-g40 1 2 64 149.977000 301 185 1 0 1396.000 1331.000
g17-g41 0 2 64 1806.725000 27 106 179 83471 16371.000 36759.000
g17-g42 0 2 64 24299.305000 591 4158 13108 100000000 62525.000 95796.000
g17-g43 1 2 64 105.983000 39 100000000 100000000 100000000 74875.000 5153.000
g17-g44 1 2 64 50.992000 27 30 1 5 1069.000 2112.000
g17-g45 1 2 64 45.993000 20 34 2 0 1077.000 1645.000
g17-g46 1 2 64 81.987000 14 17 1 5 910.00 994.000
g17-g47 1 2 64 48.992000 15 21 1 3 953.000 943.000
g17-g48 1 2 64 60.990000 18 15 1 4 1035.000 1048.000
g17-g49 1 2 64 76.988000 20 15 192156 100000000 2160.00 2886.000
g17-g50 1 2 64 117.982000 212 147 1 0 78904.000 2032039.000
g18-g19 0 2 64 1.999000 7 4 0 8415 387.000 889.000
g18-g20 1 2 64 2529.615000 696 4888 4684 0 712.000 683.000
g18-g21 1 2 64 96.985000 182 79 1 0 1173.000 1037.000
g18-g22 0 2 64 .999000 7 7 0 5442 451.000 1304.000
g18-g23 0 2 64 2.999000 9 5 0 58412553 447.000 1084.000
g18-g24 0 2 64 .999000 6 1 0 0 512.000 323.000
g18-g25 0 2 64 0 6 3 0 292595 539.000 306.000
g18-g26 0 2 64 1.999000 8 7 0 100000000 533.000 1307.000
g18-g27 0 2 64 2.999000 10 7 0 100000000 475.000 1913.000
g18-g28 0 2 64 0 7 1 0 0 432.000 443.000
g18-g29 1 2 64 414.936000 22 64 2165 1611958 5488.000 13151.000
g18-g30 1 2 64 2052.687000 46 30 472 1190661 2508.000 3702.000
g18-g31 1 2 64 117.982000 25 36 60 14600 2860.00 4049.000
g18-g32 1 2 64 153.976000 1385 606 1 0 1697.000 1497.000
g18-g33 0 2 64 993.848000 27 50 89 4477 9898.000 14367.000
g18-g34 0 2 64 96.985000 7 3 10 13 488.000 911.000
g18-g35 0 2 64 125.980000 10 14 37 1685 546.000 1375.000
g18-g36 0 2 64 235.964000 7 5 29 2740 478.000 797.000
g18-g37 0 2 64 1261305.252000 5218 58734 974835 71029593 11213178.000 17869901.000
g18-g38 0 2 64 1.999000 7 5 0 100000000 453.000 328.000
g18-g39 0 2 64 37.994000 12 19 2 535 553.000 1753.000
g18-g40 1 2 64 133.979000 300 188 1 0 1487.000 1455.000
g18-g41 0 2 64 1193.818000 41 170 177 3146 6610.00 13624.000
g18-g42 0 2 64 1762.732000 93 583 6571 283495 24197.000 40669.000
g18-g43 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18-g44 1 2 64 29290.547000 262467 3165826 11359552 100000000 2591683.000 6422972.000
g18-g45 1 2 64 26693540.964000 272552 100000000 8449538 100000000 26382995.000 15315360.00
g18-g46 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18-g47 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18-g48 1 2 64 73648470.730000 100000000 100000000 100000000 100000000 100000000 100000000
g18-g49 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g18-g50 1 2 64 156.976000 207 150 1 100000000 100000000 100000000
g19-g20 1 2 64 100000000 18669805 100000000 100000000 100000000 100000000 100000000
g19-g21 1 2 64 69.989000 168 83 1 0 1103.000 1038.000
g19-g22 0 2 64 2.999000 7 2 0 157334 434.000 499.000
g19-g23 0 2 64 3.999000 7 9 0 100000000 475.000 1370.00
g19-g25 0 2 64 .999000 7 2 0 981957 508.000 297.000
g19-g26 0 2 64 1.999000 7 6 0 100000000 467.000 1583.000
g19-g27 0 2 64 240079.502000 45939 450377 379371 100000000 100000000000.0 100000000
g19-g28 0 2 64 0 7 1 0 0 493.000 450.00
g19-g29 0 2 64 100000000 1674095 16592258 18885533 100000000 100000000 100000000
g19-g30 0 2 64 100000000 1288867 12992059 15081001 100000000 100000000 100000000
g19-g31 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g19-g32 1 2 64 123.981000 1417 638 1 0 2127.000 1609.000
g19-g33 0 2 64 2.999000 8 3 0 75268 421.000 543.000
g19-g35 0 2 64 0 8 4 1 4282 459.000 582.000
g19-g37 0 2 64 1059.838000 24 50 368 100000000 3435.000 6285.000
g19-g38 0 2 64 2.999000 7 2 0 100000000 436.000 372.000
g19-g40 1 2 64 246.962000 298 195 2 4722 1326.000 1415.000
g19-g41 0 2 64 1.999000 7 5 3 21361 469.000 765.000
g19-g42 0 2 64 123.981000 9 13 3 100000000 522.000 821.000
g19-g43 0 2 64 100000000 385147 6213344 100000000 100000000 100000000 100000000
g19-g44 0 2 64 100000000 14026118 100000000 100000000 100000000 100000000 100000000
g19-g45 0 2 64 100000000 19733955 100000000 100000000 100000000 100000000 100000000
g19-g46 0 2 64 610014.263000 1627 11754 28894 100000000 1264403.000 1669947.000
g19-g47 0 2 64 563679.307000 820 11511 28295 100000000 1159207.000 1469806.000
g19-g48 0 2 64 2670433.032000 6848 47559 92664 100000000 3805429.000 4941887.000
g19-g49 0 2 64 23394115.553000 19481 75094 13134148 100000000 9200930.00 100000000
g19-g50 1 2 64 283.956000 217 157 1 0 32068298.000 94165229.000
g2-g10 1 2 10 0 10 1 0 0 401.000 330.00
g2-g11 1 2 10 .999000 11 1 0 0 352.000 389.000
g2-g12 1 2 10 .999000 10 1 0 0 359.000 295.000
g2-g13 1 2 10 .999000 11 1 0 0 401.000 281.000
g2-g14 1 2 10 .999000 10 1 0 0 349.000 295.000
g2-g15 1 2 10 0 12 2 0 0 360.00 330.00
g2-g16 1 2 10 1.999000 10 2 0 0 369.000 328.000
g2-g17 1 2 10 .999000 9 0 0 0 321.000 294.000
g2-g18 1 2 10 .999000 8 1 0 0 313.000 289.000
g2-g19 1 2 10 1.999000 8 1 0 0 348.000 317.000
g2-g20 1 2 10 3.999000 21 6 0 0 482.000 438.000
g2-g21 1 2 10 7.998000 188 74 0 0 566.000 408.000
g2-g22 1 2 10 1.999000 10 1 0 0 384.000 330.00
g2-g23 1 2 10 1.999000 11 4 0 0 429.000 315.000
g2-g24 0 2 10 .999000 12 2 2 6 368.000 409.000
g2-g25 1 2 10 .999000 11 1 0 0 370.00 301.000
g2-g26 1 2 10 1.999000 12 4 0 24255 478.000 381.000
g2-g27 1 2 10 3.999000 13 7 0 0 440.00 301.000
g2-g28 1 2 10 0 12 2 0 1 364.000 559.000
g2-g29 1 2 10 5.999000 15 7 0 0 461.000 337.000
g2-g3 0 2 10 1.999000 9 0 0 1 484.000 395.000
g2-g30 1 2 10 2.999000 18 8 0 0 472.000 409.000
g2-g31 1 2 10 5.999000 20 10 0 0 474.000 334.000
g2-g32 1 2 10 12.998000 1345 596 0 0 535.000 404.000
g2-g33 1 2 10 2.999000 10 3 0 0 491.000 299.000
g2-g34 1 2 10 2.999000 8 1 0 0 452.000 331.000
g2-g35 1 2 10 2.999000 10 3 0 0 431.000 312.000
g2-g36 1 2 10 3.999000 10 2 0 0 427.000 338.000
g2-g37 1 2 10 5.999000 11 6 0 0 526.000 491.000
g2-g38 1 2 10 .999000 14 2 0 0 402.000 338.000
g2-g39 1 2 10 3.999000 10 2 0 0 449.000 440.00
g2-g4 1 2 10 0 8 0 0 0 274.000 249.000
g2-g40 1 2 10 14.997000 349 183 1 0 640.00 480.00
g2-g41 1 2 10 4.999000 9 3 0 0 458.000 336.000
g2-g42 1 2 10 3.999000 9 3 0 0 471.000 352.000
g2-g43 1 2 10 5.999000 17 9 0 0 475.000 342.000
g2-g44 1 2 10 5.999000 19 12 0 0 566.000 675.000
g2-g45 1 2 10 2.999000 18 15 0 0 642.000 509.000
g2-g46 1 2 10 5.999000 14 7 0 0 664.000 481.000
g2-g47 1 2 10 3.999000 15 7 0 0 619.000 410.00
g2-g48 1 2 10 7.998000 16 11 0 0 498.000 434.000
g2-g49 1 2 10 6.998000 14 11 0 0 545.000 349.000
g2-g5 1 2 10 .999000 8 0 0 0 259.000 307.000
g2-g50 1 2 10 17.997000 229 141 0 0 649.000 520.00
g2-g6 1 2 10 0 11 0 0 0 326.000 263.000
g2-g7 1 2 10 .999000 8 0 0 0 288.000 253.000
g2-g8 1 2 10 0 11 0 0 0 407.000 285.000
g2-g9 1 2 10 .999000 11 0 0 0 344.000 335.000
g20-g21 1 2 64 571.913000 191 139 13 0 1983.000 2036.000
g20-g23 0 2 64 .999000 19 8 0 0 587.000 644.000
g20-g26 0 2 64 .999000 15 7 0 0 563.000 481.000
g20-g27 0 2 64 .999000 18 9 0 137 706.000 600.0
g20-g29 0 2 64 .999000 22 13 0 1 567.000 624.000
g20-g30 0 2 64 .999000 21 13 0 0 579.000 630.00
g20-g31 0 2 64 .999000 23 16 1 3 572.000 840.00
g20-g32 1 2 64 1069.837000 1393 645 4 0 5472.000 4113.000
g20-g38 0 2 64 .999000 16 9 0 0 692.000 523.000
g20-g40 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g20-g43 0 2 64 1.999000 20 12 1 5 594.000 825.000
g20-g44 0 2 64 .999000 18 14 0 8 628.000 810.00
g20-g45 0 2 64 .999000 18 15 1 7 630.00 805.000
g20-g48 0 2 64 .999000 20 13 0 0 603.000 680.00
g20-g50 -1 2 64 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g21-g27 0 2 64 .999000 165 78 0 0 781.000 626.000
g21-g32 1 2 64 4795.271000 1520 766 8 0 12666.000 9127.000
g21-g40 0 2 64 49.992000 437 280 4 3 1010.00 2632.000
g21-g50 0 2 64 .999000 317 266 3 100000000 933.000 2097.000
g22-g23 0 2 67 2.999000 8 7 0 100000000 590.00 612.000
g22-g25 0 2 67 .999000 8 3 0 1870 590.00 365.000
g22-g26 0 2 67 2.999000 8 6 0 100000000 541.000 702.000
g22-g27 0 2 67 17.997000 20 36 9 100000000 575.000 1094.000
g22-g28 0 2 67 0 7 1 0 0 554.000 379.000
g22-g29 0 2 67 38.994000 21 38 12 100000000 531.000 849.000
g22-g30 0 2 67 35.994000 20 24 6 100000000 631.000 852.000
g22-g31 0 2 67 100000000 29 29 8 100000000 606.000 915.000
g22-g32 1 2 67 281.957000 1418 613 1 0 2310.00 2213.000
g22-g33 0 2 67 .999000 9 6 0 3 385.000 445.000
g22-g37 1 2 67 48.992000 13 18 6 100000000 824.000 739.000
g22-g38 0 2 67 2.999000 8 3 0 78 674.000 334.000
g22-g40 1 2 67 221.966000 357 196 2 100000000 1550.00 1631.000
g22-g43 -1 2 67 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g22-g44 0 2 67 52.991000 23 47 9 100000000 622.000 1097.000
g22-g45 0 2 67 45.993000 24 45 6 100000000 577.000 1024.000
g22-g46 0 2 67 48.992000 14 25 5 100000000 530.00 1006.000
g22-g47 0 2 67 45.993000 15 25 7 100000000 503.000 960.00
g22-g48 0 2 67 80.987000 17 27 8 100000000 534.000 1095.000
g22-g49 0 2 67 100000000 13102528 100000000 100000000 100000000 100000000 100000000
g22-g50 1 2 67 243.962000 218 166 3 100000000 1532.000 1781.000
g23-g27 0 2 73 4.999000 11 21 1 100000000 553.000 644.000
g23-g32 1 2 73 252.961000 1182 632 1 0 2836.000 2250.00
g23-g40 1 2 73 292.955000 350 61582 50032 100000000 1692.000 1785.000
g23-g50 1 2 73 239.963000 215 173 2 100000000 1655.000 1793.000
g24-g25 0 2 75 .999000 7 2 0 100000000 472.000 555.000
g24-g26 1 2 75 11.998000 12 5 1 100000000 806.000 663.000
g24-g27 1 2 75 15.997000 14 7 0 1 1391.000 649.000
g24-g28 0 2 75 0 8 2 0 0 340.00 412.000
g24-g29 0 2 75 100000000 885 5884 20318 100000000 662.000 787.000
g24-g30 0 2 75 100000000 3991 6866 20857 100000000 625.000 934.000
g24-g31 0 2 75 100000000 13259 52919 77963 100000000 1331.000 235878.000
g24-g32 1 2 75 54.991000 1354 606 0 0 1296.000 1212.000
g24-g33 0 2 75 4.999000 8 3 0 38706 444.000 648.000
g24-g35 0 2 75 5.999000 7 5 1 6512 407.000 695.000
g24-g36 0 2 75 2.999000 8 5 0 2545 446.000 590.00
g24-g37 1 2 75 27.995000 11 9 1 30 4426.000 794.000
g24-g38 0 2 75 11.998000 9 5 40102 18509162 390.00 456.000
g24-g39 0 2 75 7.998000 8 3 0 878 456.000 695.000
g24-g40 1 2 75 53.991000 312 183 1 0 1236.000 1403.000
g24-g41 0 2 75 4.999000 8 3 1 5722 500.0 773.000
g24-g42 1 2 75 26.995000 10 5 1151097 34 928.000 828.000
g24-g43 1 2 75 33.994000 17 13 19 5 1085.000 849.000
g24-g44 0 2 75 44.993000 23 22 8 100000000 1764.000 2525.000
g24-g45 0 2 75 26.995000 23 24 8 100000000 1634.000 3850.00
g24-g46 0 2 75 100000000 14 10 3474 100000000 456.000 939.000
g24-g47 0 2 75 100000000 14 10 2229 100000000 526.000 1005.000
g24-g48 0 2 75 100000000 44 95 4447 100000000 616.000 1031.000
g24-g49 1 2 75 45.993000 19 11 1 55 1160.00 922.000
g24-g50 1 2 75 69.989000 221 144 1 0 1397.000 1459.000
g25-g26 1 2 75 6.998000 10 6 1 83819 828.000 692.000
g25-g27 0 2 75 130.980000 70 362 285 100000000 11057.000 20449.000
g25-g29 0 2 75 42.993000 20 15 2 100000000 527.000 753.000
g25-g30 0 2 75 31.995000 20 17 2 100000000 523.000 736.000
g25-g31 0 2 75 38.994000 17 16 2 100000000 467.000 885.000
g25-g32 1 2 75 156.976000 1245 603 1 0 1367.000 1303.000
g25-g38 0 2 75 .999000 9 3 0 32585053 453.000 461.000
g25-g40 1 2 75 129.980000 362 187 1 100000000 1645.000 1442.000
g25-g43 1 2 75 111346.072000 17 207 152 100000000 1324307.000 421113.000
g25-g44 0 2 75 40.993000 19 23 2 100000000 574.000 1159.000
g25-g45 0 2 75 25.996000 18 23 2 100000000 503.000 999.000
g25-g46 0 2 75 22.996000 12 12 1 100000000 452.000 801.000
g25-g47 0 2 75 19.996000 11 12 1 100000000 530.00 806.000
g25-g48 0 2 75 41.993000 15 21 2 100000000 478.000 928.000
g25-g49 1 2 75 62.990000 16 15 1 100000000 4816.000 1259.000
g25-g50 1 2 75 122.981000 205 148 1 100000000 1383.000 1420.00
g26-g27 0 2 80 5.999000 14 16 0 100000000 487.000 654.000
g26-g32 1 2 80 310.952000 1423 665 2 0 2281.000 2377.000
g26-g40 1 2 80 198.969000 303 219 14 100000000 1691.000 1841.000
g26-g50 1 2 80 265.959000 224 181 3 0 1774.000 1787.000
g27-g32 1 2 86 734.888000 1241 650 3 0 3572.000 3369.000
g27-g50 1 2 86 229.965000 250 352 5 100000000 2495.000 235693.000
g28-g29 1 2 97 38.994000 20 12 1 100000000 1026.000 1035.000
g28-g30 1 2 97 35.994000 20 12 1 100000000 1105.000 1012.000
g28-g31 1 2 97 67.989000 19 13 1 100000000 1003.000 1035.000
g28-g32 1 2 97 112.982000 1326 604 1 0 1960.00 2327.000
g28-g33 0 2 97 3.999000 7 3 0 100000000 410.00 650.00
g28-g37 1 2 97 61523.646000 7278 100000000 100000000 100000000 41997710.00 100000000
g28-g38 0 2 97 3.999000 8 2 0 100000000 425.000 334.000
g28-g40 1 2 97 86.986000 298 190 2 100000000 1693.000 1723.000
g28-g43 1 2 97 100000000 21 100000000 100000000 100000000 100000000 100000000
g28-g44 1 2 97 60.990000 19 21 2 100000000 1182.000 2295.000
g28-g45 1 2 97 36.994000 20 22 2 100000000 1203.000 2386.000
g28-g46 1 2 97 43.993000 18 18 7 100000000 991.000 1082.000
g28-g47 1 2 97 36.994000 16 20 7 100000000 1088.000 1237.000
g28-g48 1 2 97 69.989000 15 19 2 100000000 1107.000 1194.000
g28-g49 1 2 97 5683.136000 629 100000000 100000000 100000000 100000000 100000000
g28-g50 1 2 97 121.981000 232 147 1 101 1739.000 1892.000
g29-g30 0 2 100 .999000 21 17 1 7844173 773.000 789.000
g29-g31 1 2 100 11.998000 26 53 3 0 1346.000 1416.000
g29-g32 1 2 100 1100.832000 1294 687 3 0 7215.000 6072.000
g29-g40 -1 2 100 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g29-g44 0 2 100 .999000 19 20 1 100000000 890.00 1536.000
g29-g45 0 2 100 .999000 18 19 1 100000000 914.000 1297.000
g29-g50 0 2 100 100000000 226 221 100000000 100000000 100000000 100000000
g3-g10 0 2 10 3.999000 21 5 1 10 389.000 384.000
g3-g11 0 2 10 3.999000 11 1 2 1121 281.000 315.000
g3-g12 0 2 10 4.999000 9 1 24 109503 249.000 332.000
g3-g13 1 2 10 0 13 2 0 1 319.000 322.000
g3-g14 1 2 10 .999000 10 2 0 8 318.000 294.000
g3-g15 1 2 10 .999000 11 2 0 0 360.00 304.000
g3-g16 1 2 10 1.999000 10 3 0 106 617.000 549.000
g3-g17 0 2 10 .999000 9 1 0 2 318.000 337.000
g3-g18 0 2 10 10.998000 7 0 1 2 299.000 342.000
g3-g19 0 2 10 6.998000 10 2 2 362 308.000 341.000
g3-g20 1 2 10 3.999000 21 6 0 0 413.000 323.000
g3-g21 1 2 10 8.998000 208 75 0 0 545.000 377.000
g3-g22 1 2 10 .999000 12 3 0 62 467.000 381.000
g3-g23 1 2 10 2.999000 12 3 0 27 463.000 295.000
g3-g24 0 2 10 .999000 8 1 0 0 280.00 419.000
g3-g25 1 2 10 0 11 1 0 0 372.000 285.000
g3-g26 1 2 10 1.999000 11 5 0 1183 403.000 465.000
g3-g27 1 2 10 3.999000 14 6 0 3 431.000 310.00
g3-g28 0 2 10 .999000 6 1 0 0 257.000 359.000
g3-g29 1 2 10 5.999000 17 9 0 0 554.000 443.000
g3-g30 1 2 10 4.999000 15 11 0 0 486.000 487.000
g3-g31 1 2 10 4.999000 30 12 0 0 518.000 361.000
g3-g32 1 2 10 7.998000 1317 622 0 0 606.000 487.000
g3-g33 0 2 10 115.982000 24 7 8 3200 1358.000 2867.000
g3-g34 0 2 10 54.991000 7 1 2 4 335.000 447.000
g3-g35 1 2 10 3.999000 13 6 0 0 483.000 307.000
g3-g36 0 2 10 75.988000 14 4 8 225 790.00 1123.000
g3-g37 1 2 10 3.999000 11 5 0 2 430.00 381.000
g3-g38 0 2 10 1.999000 9 2 24 129742 313.000 495.000
g3-g39 0 2 10 128.980000 24 7 8 770 1308.000 2298.000
g3-g4 1 2 10 0 7 0 0 0 288.000 271.000
g3-g40 1 2 10 10.998000 372 180 0 0 765.000 544.000
g3-g41 0 2 10 158.975000 25 15 20 2751 1576.000 3934.000
g3-g42 1 2 10 5.999000 13 5 0 0 573.000 316.000
g3-g43 1 2 10 7.998000 26 21 0 0 553.000 343.000
g3-g44 1 2 10 4.999000 16 12 1 10 577.000 638.000
g3-g45 1 2 10 4.999000 18 18 0 15 597.000 620.00
g3-g46 1 2 10 5.999000 14 10 0 1 551.000 484.000
g3-g47 1 2 10 3.999000 22 10 0 1 490.00 434.000
g3-g48 1 2 10 8.998000 15 8 0 2 479.000 443.000
g3-g49 1 2 10 8.998000 18 8 0 81 518.000 393.000
g3-g5 0 2 10 .999000 7 0 0 0 350.00 270.00
g3-g50 1 2 10 21.996000 237 143 0 0 744.000 567.000
g3-g6 0 2 10 0 9 0 0 1 372.000 265.000
g3-g7 0 2 10 0 7 0 16 10700 248.000 263.000
g3-g8 0 2 10 4.999000 13 1 0 70 483.000 416.000
g3-g9 0 2 10 1.999000 12 1 0 13 452.000 437.000
g30-g31 0 2 100 .999000 21 51 2 100000000 1401.000 1265.000
g30-g32 0 2 100 3.999000 1279 696 4 0 7680.00 1827.000
g30-g40 0 2 100 3.999000 330 276 4 100000000 100000000 2113.000
g30-g44 0 2 100 0 21 19 1 100000000 934.000 558.000
g30-g45 0 2 100 .999000 18 25 1 100000000 914.000 624.000
